Title , Type , Country Origin , Director , Languages , Plot , Metascore , Genre , Rating  , Relese Date , Rated , Awards , Actors , Poster link
The Godfather Saga , series , USA , N/A , English , The Godfather (1972) and The Godfather: Part II (1974) were re-edited together in chronological order with additional footage added. , N/A , Crime  Drama  Thriller , 9.5 , 12 Nov 1977 , N/A , N/A , Marlon Brando  Al Pacino  Robert Duvall  James Caan , https://m.media-amazon.com/images/M/MV5BNzk3NmZmMjgtMjA4NS00MjdkLTlkZmMtZGFkMDAyNWU4NDdlXkEyXkFqcGdeQXVyODAyNDE3Mw@@._V1_SX300.jpg
New York  New York , movie , USA , Martin Scorsese , English , An egotistical saxophonist and a young singer meet on V-J Day and embark upon a strained and rocky romance  even as their careers begin a long  up-hill climb. , 62 , Drama  Music  Musical , 6.7 , 21 Jun 1977 , PG , Nominated for 4 Golden Globes. Another 2 wins & 2 nominations. , Liza Minnelli  Robert De Niro  Lionel Stander  Barry Primus , https://m.media-amazon.com/images/M/MV5BYzZjM2RlZWMtZjVhNC00ODAyLTg0MDEtZDNmNjU4ODg2YjY3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
The Last Tycoon , movie , USA , Elia Kazan , English , F. Scott Fitzgerald's novel is brought to life in this story of a movie producer slowly working himself to death. , N/A , Drama  Romance , 6.3 , 19 Nov 1976 , PG , Nominated for 1 Oscar. Another 2 wins & 3 nominations. , Robert De Niro  Tony Curtis  Robert Mitchum  Jeanne Moreau , https://m.media-amazon.com/images/M/MV5BMGE4ZWE2ZDYtZDE4Ni00Njg0LWE2ZjctZmY0YTU1MjRjM2U5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
1900 , movie , Italy  France  West Germany , Bernardo Bertolucci , Italian , The epic tale of a class struggle in twentieth century Italy  as seen through the eyes of two childhood friends on opposing sides. , 70 , Drama  History , 7.7 , 04 Nov 1977 , Unrated , 2 wins & 4 nominations. , Robert De Niro  G�rard Depardieu  Dominique Sanda  Francesca Bertini , https://m.media-amazon.com/images/M/MV5BNTFiZmU4NzMtMWY0NS00MGYyLThjMmMtNDk0ZmNlNTg3N2FmXkEyXkFqcGdeQXVyMTA2ODMzMDU@._V1_SX300.jpg
Taxi Driver , movie , USA , Martin Scorsese , English  Spanish , A mentally unstable veteran works as a nighttime taxi driver in New York City  where the perceived decadence and sleaze fuels his urge for violent action by attempting to liberate a presidential campaign worker and an underage prostitute. , 94 , Crime  Drama , 8.3 , 09 Feb 1976 , R , Nominated for 4 Oscars. Another 21 wins & 15 nominations. , Diahnne Abbott  Robinson Frank Adu  Victor Argo  Gino Ardito , https://m.media-amazon.com/images/M/MV5BM2M1MmVhNDgtNmI0YS00ZDNmLTkyNjctNTJiYTQ2N2NmYzc2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
The Godfather: Part II , movie , USA , Francis Ford Coppola , English  Italian  Spanish  Latin  Sicilian , The early life and career of Vito Corleone in 1920s New York City is portrayed  while his son  Michael  expands and tightens his grip on the family crime syndicate. , 90 , Crime  Drama , 9.0 , 20 Dec 1974 , R , Won 6 Oscars. Another 11 wins & 20 nominations. , Al Pacino  Robert Duvall  Diane Keaton  Robert De Niro , https://m.media-amazon.com/images/M/MV5BMWMwMGQzZTItY2JlNC00OWZiLWIyMDctNDk2ZDQ2YjRjMWQ0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
Mean Streets , movie , USA , Martin Scorsese , English  Italian , A small-time hood aspires to work his way up the ranks of a local mob. , 96 , Crime  Drama  Thriller , 7.3 , 14 Oct 1973 , R , 5 wins & 5 nominations. , Robert De Niro  Harvey Keitel  David Proval  Amy Robinson , https://m.media-amazon.com/images/M/MV5BMWNmNGY3ZGMtYWQ3OC00Zjg4LWFiN2EtZjM2MDI1YzRiNjg3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Bang the Drum Slowly , movie , USA , John D. Hancock , English  Spanish , The story of the friendship between a star pitcher  wise to the world  and a half-wit catcher  as they cope with the catcher's terminal illness through a baseball season. , 80 , Drama  Sport , 6.9 , 09 Mar 1978 , PG , Nominated for 1 Oscar. Another 1 win. , Michael Moriarty  Robert De Niro  Vincent Gardenia  Phil Foster , https://m.media-amazon.com/images/M/MV5BYzQ5ZTJkNzItYmY5OS00ZGU0LWIwNDgtYzU5YjI1YWJlMDM3XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg
The Gang That Couldn't Shoot Straight , movie , USA , James Goldstone , English , This is the funny story about two warring Mafia gangs in New York. The weaker gang use incredibly a lion to blackmail the opposite gang's "clients". The police succeeds to stop one of the gang  while the other remain without the Boss. , N/A , Comedy  Crime , 5.0 , 21 Jul 1972 , PG-13 , N/A , Jerry Orbach  Leigh Taylor-Young  Jo Van Fleet  Lionel Stander , https://m.media-amazon.com/images/M/MV5BZmQxZmIzNzUtNzE4ZC00ODhkLTk1NjgtZGY4OWE3MWEzY2Y0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTM3NzQ5NzQ@._V1_SX300.jpg
Born to Win , movie , USA , Ivan Passer , English , A smart-mouthed junkie and loser known as J.J. (George Segal) spends his days looking for just "one more fix". , 55 , Comedy  Crime  Drama , 5.5 , 13 Jul 1972 , R , N/A , George Segal  Paula Prentiss  Karen Black  Jay Fletcher , https://m.media-amazon.com/images/M/MV5BODYwMGQwN2QtOGRlYS00N2U3LTk1MjMtZmY1OGI4OGU2YzI3XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg
Jennifer on My Mind , movie , USA , Noel Black , English , Marcus (Michael Brandon)  a nice  rich  Jewish boy from New York City  meets and falls in love with Jennifer (Tippy Walker)  a girl from Oyster Bay  while they are both in Venice. He ... , N/A , Comedy , 4.6 , 18 Sep 1972 , R , N/A , Michael Brandon  Tippy Walker  Steve Vinovich  Lou Gilbert , https://ia.media-imdb.com/images/M/MV5BNjc0MTMxOTU0NV5BMl5BanBnXkFtZTgwODkxODk1MDE@._V1_SX300.jpg
Hi  Mom! , movie , USA , Brian De Palma , English , A Vietnam vet moves into an apartment and views in other people's windows across the street  meets one of the women  and discovers black theater. , N/A , Comedy  Drama , 6.2 , N/A , R , N/A , Charles Durning  Robert De Niro  Allen Garfield  Abraham Goren , https://m.media-amazon.com/images/M/MV5BNDYxMmM3NmQtZjViMy00Mjc0LWIzOTYtMjkyMjFlNjBiNGI5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Bloody Mama , movie , USA , Roger Corman , English , A psychologically-disturbed matriarch presides over her damaged family of bank-robbing misfits. , 69 , Crime  Drama , 5.7 , 17 Aug 1970 , R , N/A , Shelley Winters  Pat Hingle  Don Stroud  Diane Varsi , https://m.media-amazon.com/images/M/MV5BN2JmNmYyMDktNGM2Ny00YmFmLTgxNGQtYTY0NDkxNDkxMTc2XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg
Sam's Song , movie , USA , Jordan Leondopoulos , English , Early De Niro film casts him as a New York City film editor working on a documentary about Richard Nixon  and spending a weekend with rich friends Warren and Mickey. Crawford enters their lives and proceeds to disrupt everyone. , N/A , Drama , 3.6 , N/A , R , N/A , Robert De Niro  Jarred Mickey  Jennifer Warren  Terrayne Crawford , https://m.media-amazon.com/images/M/MV5BMTUyMTZhNzctNWQxMi00ODA4LTllYTktNWE2MzUzYTFhN2VmXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
The Wedding Party , movie , USA , Brian De Palma  Wilford Leach  Cynthia Munroe , English , Charlie and Josephine are to be married in a church on the island off the east coast where her family  the Fishes  live  the other wedding events to take place or centered on the well-off ... , N/A , Comedy , 4.8 , 09 Apr 1969 , Not Rated , N/A , Valda Setterfield  Raymond McNally  John Braswell  Charles Pfluger , https://m.media-amazon.com/images/M/MV5BMjU3YjNlNGQtZjUyYi00ZmZhLTgzNjAtMDExODEyN2YxNWY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Greetings , movie , USA , Brian De Palma , English , An offbeat  episodic film about three friends  Paul  a shy love-seeker  Lloyd  a vibrant conspiracy nut  and Jon  an aspiring filmmaker and peeping tom. The film satirizes free-love  the ... , N/A , Comedy  Drama , 5.7 , 28 Jan 1970 , R , 1 win & 1 nomination. , Jonathan Warden  Robert De Niro  Gerrit Graham  Richard Hamilton , https://m.media-amazon.com/images/M/MV5BNjEzZGVjYjEtNDEwNS00NDNlLTg1OTYtYzVjZWY1OGFiMzIxXkEyXkFqcGdeQXVyMDgyNjA5MA@@._V1_SX300.jpg
Young Wolves , movie , France  Italy , Marcel Carn� , French , Alain  "a young wolf"  elegant and racy  is maintained by the princess Linzani. At the same time  he goes out with a girl of his age  Sylvie  who despite her bold attitude has never had a lover. , N/A , Drama , 5.7 , 02 Apr 1968 , N/A , N/A , Christian Hay  Hayd�e Politoff  Yves Beneyton  Maurice Garrel , https://m.media-amazon.com/images/M/MV5BMWU5NjJhZjgtZmNhYi00NDllLTlkYjYtMzY2OGExNGU5YmVhXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg
Encounter , movie , USA , Norman C. Chaitin , English , N/A , N/A , Short  Drama , 7.7 , N/A , N/A , N/A , N/A , N/A
Three Rooms in Manhattan , movie , France , Marcel Carn� , French , When his wife leaves him  a young French actor  Fran�ois Combe  moves to New York to work for a television company. One evening  he meets an attractive young woman  Kay Larsi  in a bar. , N/A , Drama , 6.6 , 10 Nov 1965 , N/A , 2 wins & 1 nomination. , Annie Girardot  Maurice Ronet  O.E. Hasse  Roland Lesaffre , https://m.media-amazon.com/images/M/MV5BMTc0NTQ0MTI3N15BMl5BanBnXkFtZTcwNTM5MTAwMQ@@._V1_SX300.jpg
Artemis Fowl , movie , USA , Kenneth Branagh , English , Artemis Fowl II (Ferdia Shaw)  a young Irish criminal mastermind  kidnaps the fairy LEPrecon officer Captain Holly Short (Lara McDonnell) for ransom to fund the search for his missing father in order to restore the family fortune. , N/A , Adventure  Family  Fantasy  Sci-Fi , N/A , 29 May 2020 , N/A , N/A , Hong Chau  Judi Dench  Josh Gad  Miranda Raison , https://m.media-amazon.com/images/M/MV5BMjI2NzE5MzQ4N15BMl5BanBnXkFtZTgwNDEwNDM4NjM@._V1_SX300.jpg
The Irishman , movie , USA , Martin Scorsese , German  English  Italian  Latin  Spanish , A mob hitman recalls his friend Jimmy Hoffa. , 94 , Biography  Crime  Drama , 8.0 , 27 Nov 2019 , R , Nominated for 10 Oscars. Another 53 wins & 289 nominations. , Robert De Niro  Al Pacino  Joe Pesci  Harvey Keitel , https://m.media-amazon.com/images/M/MV5BMGUyM2ZiZmUtMWY0OC00NTQ4LThkOGUtNjY2NjkzMDJiMWMwXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_SX300.jpg
When They See Us , series , USA , Ava DuVernay , English , Five teens from Harlem become trapped in a nightmare when they're falsely accused of a brutal attack in Central Park. Based on the true story. , N/A , Biography  Crime  Drama  History , 9.0 , 31 May 2019 , TV-MA , Won 2 Primetime Emmys. Another 18 wins & 65 nominations. , Asante Blackk  Caleel Harris  Ethan Herisse  Marquis Rodriguez , https://m.media-amazon.com/images/M/MV5BZmJjM2YzOWEtOTYxYi00YjhkLTliMzgtMTA2MTc0NDQ1MDM4XkEyXkFqcGdeQXVyODY5OTk4MA@@._V1_SX300.jpg
The Wizard of Lies , movie , USA , Barry Levinson , English , The fall of Bernie Madoff  whose Ponzi scheme robbed $65 billion from unsuspecting victims; the largest fraud in U.S. history. , N/A , Biography  Crime  Drama , 6.8 , 20 May 2017 , TV-MA , Nominated for 2 Golden Globes. Another 4 wins & 18 nominations. , Robert De Niro  Diana Henriques  Nathan Darrow  Alessandro Nivola , https://m.media-amazon.com/images/M/MV5BMTc2NDM5MDI2NV5BMl5BanBnXkFtZTgwOTc5NzQzMjI@._V1_SX300.jpg
For Justice , movie , USA , Ava DuVernay , English , A female FBI agent finds herself caught between her family and her work. , N/A , Drama , 3.9 , N/A , N/A , N/A , Shawn Hatosy  Anika Noni Rose  Colman Domingo  Mario Van Peebles , https://m.media-amazon.com/images/M/MV5BMjM4Y2I4ZDctZGQ2OC00YTM5LTgwNzktMWZjNzhjOTFhMmEwXkEyXkFqcGdeQXVyMDY3MzcwNw@@._V1_SX300.jpg
About a Boy , series , USA , N/A , English , Will Freeman lives a charmed existence. After writing a hit song  he was granted a life of free time  free love and freedom from financial woes. He's single  unemployed and loving it. So ... , N/A , Comedy  Drama  Romance , 7.4 , 22 Feb 2014 , TV-PG , 1 win & 1 nomination. , David Walton  Benjamin Stockham  Al Madrigal  Minnie Driver , https://m.media-amazon.com/images/M/MV5BMjEzODk1MjkwMF5BMl5BanBnXkFtZTgwNDc1MTI4MjE@._V1_SX300.jpg
NYC 22 , series , USA , N/A , English , Six diverse NYPD rookies patrol the gritty streets of upper Manhattan. , N/A , Crime  Drama , 6.5 , 15 Apr 2012 , N/A , N/A , Adam Goldberg  Leelee Sobieski  Stark Sands  Judy Marte , https://m.media-amazon.com/images/M/MV5BMTU0MDkzODczMF5BMl5BanBnXkFtZTcwMTI0Mzc2Nw@@._V1_SX300.jpg
Little Fockers , movie , USA , Paul Weitz , English  Ukrainian , Family-patriarch Jack Byrnes wants to appoint a successor. Does his son-in-law  the male nurse Greg Focker  have what it takes? , 27 , Comedy  Romance , 5.5 , 22 Dec 2010 , PG-13 , 3 wins & 5 nominations. , Robert De Niro  Ben Stiller  Owen Wilson  Dustin Hoffman , https://m.media-amazon.com/images/M/MV5BMTkwNjE3NjQwOV5BMl5BanBnXkFtZTcwNzAyNTMwNA@@._V1_SX300.jpg
Public Enemies , movie , USA  Japan , Michael Mann , English , The Feds try to take down notorious American gangsters John Dillinger  Baby Face Nelson and Pretty Boy Floyd during a booming crime wave in the 1930s. , 70 , Biography  Crime  Drama  History , 7.0 , 01 Jul 2009 , R , 1 win & 14 nominations. , Christian Bale  Christian Stolte  Jason Clarke  Johnny Depp , https://m.media-amazon.com/images/M/MV5BMGI4YTIxMDQtNDlmNC00ZDJhLWIyZGItM2QyODRiMTEzN2ViXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
What Just Happened , movie , USA , Barry Levinson , English  Hebrew  French , Two weeks in the life of a fading Hollywood producer who's having a rough time trying to get his new picture made. , N/A , Comedy  Drama , 5.6 , 31 Oct 2008 , R , 1 nomination. , Robert De Niro  Sean Penn  Catherine Keener  Bruce Willis , https://m.media-amazon.com/images/M/MV5BNTEyMDg3ODAwNl5BMl5BanBnXkFtZTcwMzM3MTc3MQ@@._V1_SX300.jpg
The Good Shepherd , movie , USA , Robert De Niro , English  Spanish  Russian  German  Lingala , The tumultuous early history of the Central Intelligence Agency is viewed through the prism of one man's life. , 61 , Drama  History  Thriller , 6.7 , 22 Dec 2006 , R , Nominated for 1 Oscar. Another 2 wins & 11 nominations. , Matt Damon  Angelina Jolie  Alec Baldwin  Tammy Blanchard , https://m.media-amazon.com/images/M/MV5BMTU5MjExMzA1Nl5BMl5BanBnXkFtZTgwMzIxNzQxMTE@._V1_SX300.jpg
Rent , movie , USA , Chris Columbus , English , This is the film version of the Pulitzer and Tony Award winning musical about Bohemians in the East Village of New York City struggling with life  love and AIDS  and the impacts they have on America. , 53 , Drama  Musical  Romance , 6.9 , 23 Nov 2005 , PG-13 , 1 win & 21 nominations. , Anthony Rapp  Adam Pascal  Rosario Dawson  Jesse L. Martin , https://m.media-amazon.com/images/M/MV5BOTNmZWI2NzItNmNmMC00ZGY2LWE4ZTAtNjMxZTJiZWUwMzAyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Meet the Fockers , movie , USA , Jay Roach , English  Spanish  Hebrew , All hell breaks loose when the Byrnes family meets the Focker family for the first time. , 41 , Comedy  Romance , 6.3 , 22 Dec 2004 , PG-13 , 2 wins & 7 nominations. , Robert De Niro  Ben Stiller  Dustin Hoffman  Barbra Streisand , https://m.media-amazon.com/images/M/MV5BMWZjODQxMWMtZmIzYS00YjMwLWFiZTctYmFiZmJiNjljYWVmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Stage Beauty , movie , UK  USA  Germany , Richard Eyre , English , A female theatre dresser creates a stir and sparks a revolution in seventeenth century London theatre by playing Desdemona in Othello. But what will become of the male actor she once worked for and eventually replaced? , 64 , Drama , 7.1 , 29 Oct 2004 , R , 4 wins & 1 nomination. , Derek Hutchinson  Mark Letheren  Claire Danes  Billy Crudup , https://m.media-amazon.com/images/M/MV5BMjE4NjI5Mzk3MF5BMl5BanBnXkFtZTcwODI1MzYyMQ@@._V1_SX300.jpg
About a Boy , movie , UK  USA  France  Germany , Chris Weitz  Paul Weitz , English , A cynical  immature young man is taught how to act like a grown-up by a little boy. , 75 , Comedy  Drama  Romance , 7.0 , 17 May 2002 , PG-13 , Nominated for 1 Oscar. Another 11 wins & 29 nominations. , Hugh Grant  Nicholas Hoult  Sharon Small  Madison Cook , https://m.media-amazon.com/images/M/MV5BMTQ2Mzg4MDAzNV5BMl5BanBnXkFtZTgwMjcxNTYxMTE@._V1_SX300.jpg
Prison Song , movie , USA , Darnell Martin , English , A young man lives and learns while growing up on the street and in and out of correctional facilities. , N/A , Drama , 6.4 , 27 Apr 2001 , R , N/A , Q-Tip  Eric McCollum  Denee Rivera  Justin 'DJ' Spaulding , https://m.media-amazon.com/images/M/MV5BMjEzMjAxODc1OF5BMl5BanBnXkFtZTcwNjIwMDQyMQ@@._V1_SX300.jpg
Holiday Heart , movie , USA , Robert Townsend , English , A drag queen takes in a drug addict and her daughter and helps raise the daughter. , N/A , Drama , 7.5 , 10 Dec 2000 , R , Nominated for 1 Golden Globe. Another 12 nominations. , Ving Rhames  Alfre Woodard  Jesika Reynolds  Mykelti Williamson , https://m.media-amazon.com/images/M/MV5BMTMzMjM3NzE2OF5BMl5BanBnXkFtZTcwNTQ4MzYxMQ@@._V1_SX300.jpg
Meet the Parents , movie , USA , Jay Roach , English  Thai  Spanish  Hebrew  French , Male nurse Greg Focker meets his girlfriend's parents before proposing  but her suspicious father is every date's worst nightmare. , 73 , Comedy  Romance , 7.0 , 06 Oct 2000 , PG-13 , Nominated for 1 Oscar. Another 7 wins & 14 nominations. , Robert De Niro  Ben Stiller  Teri Polo  Blythe Danner , https://m.media-amazon.com/images/M/MV5BMGNlMGZiMmUtZjU0NC00MWU4LWI0YTgtYzdlNGVhZGU4NWZlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
The Adventures of Rocky & Bullwinkle , movie , USA  Germany  South Korea  India  Canada , Des McAnuff , English , When enemies Boris  Natasha  and Fearless Leader escape into the real world with a nefarious scheme  Rocky and Bullwinkle do the same  and team up with a young F.B.I. Agent to stop the trio. , 36 , Animation  Adventure  Comedy  Family  Fantasy , 4.1 , 30 Jun 2000 , PG , 2 wins & 6 nominations. , Rene Russo  Jason Alexander  Piper Perabo  Randy Quaid , https://m.media-amazon.com/images/M/MV5BNWNiYmIwNjItNTYzNC00NzQyLTlkOTEtM2M4NDg4NTQxYmMzXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg
Flawless , movie , USA , Joel Schumacher , English , An ultraconservative police officer suffers a debilitating stroke and is assigned to a rehabilitative program that includes singing lessons  with the drag queen next door. , 50 , Comedy  Crime  Drama , 6.4 , 24 Nov 1999 , R , 3 wins & 4 nominations. , Robert De Niro  Philip Seymour Hoffman  Barry Miller  Chris Bauer , https://m.media-amazon.com/images/M/MV5BOTJlMGU2YjgtOTQzNS00ODNmLTg4OTEtM2Y5NDE3MTNjMjNlXkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_SX300.jpg
Entropy , movie , USA , Phil Joanou , English , Stephen Dorff narrates this tale about how his life goes astray as his character attempts to strike a balance between the demands of directing his first film and the pressures of his new ... , N/A , Comedy  Drama  Romance , 6.3 , 27 Nov 1999 , R , N/A , Stephen Dorff  Judith Godr�che  Kelly Macdonald  Lauren Holly , https://m.media-amazon.com/images/M/MV5BMTg1MDE0NjM3OV5BMl5BanBnXkFtZTgwMDA0NDgwMzE@._V1_SX300.jpg
Witness to the Mob , movie , USA , Thaddeus O'Sullivan , English , Underboss "The Bull" Gravano rises through the ranks of the Gambino mob. His brutal past catches up to him when he lands behind bars and faces the life-threatening decision to turn state's evidence against his former friend  John Gotti. , N/A , Crime  Drama , 6.8 , 10 May 1998 , R , N/A , Nicholas Turturro  Tom Sizemore  Debi Mazar  Abe Vigoda , https://m.media-amazon.com/images/M/MV5BMTc3NzExMTA0Nl5BMl5BanBnXkFtZTcwNDQyNzEyMQ@@._V1_SX300.jpg
Wag the Dog , movie , USA , Barry Levinson , English  Albanian , Shortly before an election  a spin-doctor and a Hollywood producer join efforts to fabricate a war in order to cover up a Presidential sex scandal. , 73 , Comedy  Drama , 7.2 , 09 Jan 1998 , R , Nominated for 2 Oscars. Another 2 wins & 20 nominations. , Dustin Hoffman  Robert De Niro  Anne Heche  Woody Harrelson , https://m.media-amazon.com/images/M/MV5BMzRkZDVkMDItYjk3Mi00NDkyLThmODUtYzhkN2EwZmE2ZTljXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
9 , game , Canada  USA , Buzz Hays , English , You have just inherited a large mansion and must get rid of nine evil muses who are helping an evil presence take it over. , N/A , N/A , 6.4 , N/A , N/A , N/A , James Belushi  Cher  Ellen DeGeneres  Anne Heche , N/A
Marvin's Room , movie , USA , Jerry Zaks , English , After 20 years caring for her father  a woman with cancer now must re-connect with her trashy sister and nephews she's never met after being diagnosed. Her love helps the angry teen nephew  and her sister learns to relate to people. , 68 , Drama , 6.7 , 28 Feb 1997 , PG-13 , Nominated for 1 Oscar. Another 4 wins & 12 nominations. , Meryl Streep  Leonardo DiCaprio  Diane Keaton  Robert De Niro , https://m.media-amazon.com/images/M/MV5BOTk0ZDk3YWItZDZlOC00Y2FiLTgxNzYtODZmYzdkYWVmNmRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Faithful , movie , USA , Paul Mazursky , English , A depressed housewife whose husband is having an affair contemplates suicide  but changes her mind when she faces death by a killer hired to do her in. , N/A , Comedy  Crime  Drama , 5.9 , 03 Apr 1996 , R , 1 nomination. , Cher  Chazz Palminteri  Ryan O'Neal  Paul Mazursky , https://m.media-amazon.com/images/M/MV5BOWQzNGIxNmMtNjhjMS00Njc5LWI1N2MtODczZDEyYjI2M2Q4XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
Panther , movie , UK  USA , Mario Van Peebles , English , A dramatized account of the story of The Black Panther Party of Self-Defense. , N/A , Drama , 6.5 , 03 May 1995 , R , 2 wins & 2 nominations. , Kadeem Hardison  Bokeem Woodbine  Joe Don Baker  Courtney B. Vance , https://m.media-amazon.com/images/M/MV5BZTI0MDVhY2QtMzdmYy00ZjVmLWFjMTUtNTFmZjUyMzFmZTA4XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg
Mary Shelley's Frankenstein , movie , USA  Japan  UK , Kenneth Branagh , English , When the brilliant but unorthodox scientist Dr. Victor Frankenstein rejects the artificial man that he has created  the Creature escapes and later swears revenge. , N/A , Drama  Horror  Romance  Sci-Fi , 6.4 , 04 Nov 1994 , R , Nominated for 1 Oscar. Another 14 nominations. , Robert De Niro  Kenneth Branagh  Tom Hulce  Helena Bonham Carter , https://m.media-amazon.com/images/M/MV5BOWNjMGQ2NTYtNWZlMS00Nzk4LWE5ZDQtNWFhZDk0ZWM3ODc4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
A Bronx Tale , movie , USA , Robert De Niro , English  Italian , A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s. , 80 , Crime  Drama  Romance , 7.8 , 01 Oct 1993 , R , 1 win & 3 nominations. , Robert De Niro  Chazz Palminteri  Lillo Brancato  Francis Capra , https://m.media-amazon.com/images/M/MV5BMTczOTczNjE3Ml5BMl5BanBnXkFtZTgwODEzMzg5MTI@._V1_SX300.jpg
Tribeca , series , USA , N/A , English , Various stories about various people living in Tribeca - the New York's famous neighborhood. , N/A , Drama , 7.3 , 23 Mar 1993 , N/A , Won 1 Primetime Emmy. Another 1 win & 2 nominations. , Philip Bosco  Joe Morton  Antonia Jones  Michael Rogen , https://m.media-amazon.com/images/M/MV5BNTY0ZTg3NWMtNzEyZC00MzVlLTgxNTMtOGU0YmNhYjdjM2Q5XkEyXkFqcGdeQXVyMTU2NDIyOQ@@._V1_SX300.jpg
The Night We Never Met , movie , USA , Warren Leight , English , Brian  painter Ellen and chef Sam timeshare an apartment on different days. A shift on Mon/Wednesdays causes mistaken identity as Ellen and Sam have never met but leave notes  food etc. behind for each other. , N/A , Comedy  Romance , 6.0 , 30 Apr 1993 , R , 1 nomination. , Matthew Broderick  Annabella Sciorra  Tim Guinee  Michelle Hurst , https://m.media-amazon.com/images/M/MV5BNjk0MjUxNDIwOV5BMl5BanBnXkFtZTcwMzgxOTAzMQ@@._V1_SX300.jpg
Mistress , movie , USA , Barry Primus , English , A comedy about a screenwriter (Robert Wuhl)  whose old movie script is read by a producer (Martin Landau) and the search for financial backers begins. But it seems that each money source (... , N/A , Comedy  Drama , 5.4 , 24 Jul 1992 , R , N/A , Robert Wuhl  Martin Landau  Vasek Simek  Thomas R. Voth , https://m.media-amazon.com/images/M/MV5BYmY5MmQ5NWYtM2RmZS00YTM3LWIxNTItYzMzYzExMzZiZmFjXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg
Thunderheart , movie , USA , Michael Apted , English  Sioux , A young mixed-blood FBI agent is assigned to work with a cynical veteran investigator on a murder on a poverty-stricken Sioux reservation. , N/A , Crime  Mystery  Thriller , 6.8 , 03 Apr 1992 , R , 2 nominations. , Val Kilmer  Sam Shepard  Graham Greene  Fred Ward , https://m.media-amazon.com/images/M/MV5BMmU4YzMwMzgtMmY2Zi00NDg3LThhNmItZGMwOTlmZWJmNjcwL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
Cape Fear , movie , USA , Martin Scorsese , English , A convicted rapist  released from prison after serving a fourteen-year sentence  stalks the family of the lawyer who originally defended him. , 73 , Crime  Thriller , 7.3 , 15 Nov 1991 , R , Nominated for 2 Oscars. Another 5 wins & 19 nominations. , Robert De Niro  Nick Nolte  Jessica Lange  Juliette Lewis , https://m.media-amazon.com/images/M/MV5BNjdhNzZlYzYtYTBlNS00NTJiLWI2ZWUtMDI2YzI2MzM5NjY4XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
We're No Angels , movie , USA , Neil Jordan , English  French  Latin , Two escaped cons only prayer to escape is to pass themselves off as priests and pass by the police blockade at the border into the safety of Canada. , N/A , Comedy  Crime , 6.1 , 15 Dec 1989 , PG-13 , N/A , Robert De Niro  Sean Penn  Demi Moore  Hoyt Axton , https://m.media-amazon.com/images/M/MV5BMWQ3YWQ5NjMtNTVlZi00ZTk2LWFjZDctYjNiNzVhYjllMjFiXkEyXkFqcGdeQXVyMzk1NzcyOTA@._V1_SX300.jpg
The Comedian , movie , USA , Taylor Hackford , English , A look at the life of an aging insult comic named Jack Burke. , 40 , Comedy  Drama , 5.7 , 03 Feb 2017 , R , 1 win. , Robert De Niro  Leslie Mann  Harvey Keitel  Edie Falco , https://m.media-amazon.com/images/M/MV5BMTgyOTMzODE3Ml5BMl5BanBnXkFtZTgwMTk3NTM3MDI@._V1_SX300.jpg
