Title , Type , Country Origin , Director , Languages , Plot , Metascore , Genre , Rating  , Relese Date , Rated , Awards , Actors , Poster link
Saving Mr. Banks , movie , USA  UK  Australia , John Lee Hancock , English , Author P.L. Travers reflects on her childhood after reluctantly meeting with Walt Disney  who seeks to adapt her Mary Poppins books for the big screen. , 65 , Biography  Comedy  Drama , 7.5 , 20 Dec 2013 , PG-13 , Nominated for 1 Oscar. Another 14 wins & 72 nominations. , Emma Thompson  Tom Hanks  Annie Rose Buckley  Colin Farrell , https://m.media-amazon.com/images/M/MV5BMTc0MTQ3NzE4Nl5BMl5BanBnXkFtZTcwMzA4NDM5OQ@@._V1_SX300.jpg
30 Rock , series , USA , N/A , English , Liz Lemon (Tina Fey)  head writer of the sketch comedy show "TGS with Tracy Jordan"  must deal with an arrogant new boss and a crazy new star  all while trying to run a successful television show without losing her mind. , N/A , Comedy , 8.2 , 11 Oct 2006 , TV-14 , Won 6 Golden Globes. Another 80 wins & 320 nominations. , Tina Fey  Tracy Morgan  Jack McBrayer  Scott Adsit , https://m.media-amazon.com/images/M/MV5BMTQ4NDQ4OTUzOV5BMl5BanBnXkFtZTcwMjMzMTUyNw@@._V1_SX300.jpg
Saturday Night Live , series , USA , N/A , English , A famous guest host stars in parodies and sketches created by the cast of this witty show. , N/A , Comedy  Music , 8.1 , 11 Oct 1975 , TV-14 , Won 71 Primetime Emmys. Another 90 wins & 429 nominations. , Don Pardo  Lenny Pickett  Darrell Hammond  Kenan Thompson , https://m.media-amazon.com/images/M/MV5BY2YxODFmOGUtMjY1OC00YTk5LTlkNWEtMzU5MWYxNTgwNzkxXkEyXkFqcGdeQXVyODUxOTU0OTg@._V1_SX300.jpg
The Polar Express , movie , USA , Robert Zemeckis , English , On Christmas Eve  a young boy embarks on a magical adventure to the North Pole on the Polar Express  while learning about friendship  bravery  and the spirit of Christmas. , 61 , Animation  Adventure  Comedy  Family  Fantasy  Musical , 6.6 , 10 Nov 2004 , G , Nominated for 3 Oscars. Another 5 wins & 23 nominations. , Tom Hanks  Leslie Zemeckis  Eddie Deezen  Nona Gaye , https://m.media-amazon.com/images/M/MV5BMTM1NTU0NTE4MV5BMl5BanBnXkFtZTcwMTQ0MjEzMw@@._V1_SX300.jpg
Road to Perdition , movie , USA , Sam Mendes , English , A mob enforcer's son witnesses a murder  forcing him and his father to take to the road  and his father down a path of redemption and revenge. , 72 , Crime  Drama  Thriller , 7.7 , 12 Jul 2002 , R , Won 1 Oscar. Another 22 wins & 82 nominations. , Tyler Hoechlin  Rob Maxey  Liam Aiken  Jennifer Jason Leigh , https://m.media-amazon.com/images/M/MV5BNjcxMmQ0MmItYTkzYy00MmUyLTlhOTQtMmJmNjE3MDMwYjdlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
Cast Away , movie , USA , Robert Zemeckis , English  Russian , A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island. , 73 , Adventure  Drama  Romance , 7.8 , 22 Dec 2000 , PG-13 , Nominated for 2 Oscars. Another 15 wins & 35 nominations. , Paul Sanchez  Lari White  Leonid Citer  David Allen Brooks , https://m.media-amazon.com/images/M/MV5BN2Y5ZTU4YjctMDRmMC00MTg4LWE1M2MtMjk4MzVmOTE4YjkzXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg
Toy Story 2 , movie , USA , John Lasseter  Ash Brannon(co-director)  Lee Unkrich(co-director) , English  Arabic  Spanish , When Woody is stolen by a toy collector  Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie  Prospector  and Bullseye. , 88 , Animation  Adventure  Comedy  Family  Fantasy , 7.9 , 24 Nov 1999 , G , Nominated for 1 Oscar. Another 20 wins & 26 nominations. , Tom Hanks  Tim Allen  Joan Cusack  Kelsey Grammer , https://m.media-amazon.com/images/M/MV5BMWM5ZDcxMTYtNTEyNS00MDRkLWI3YTItNThmMGExMWY4NDIwXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
That Thing You Do! , movie , USA , Tom Hanks , English , A local Pennsylvania band scores a one hit wonder in 1964 and rides the star-making machinery as long as they can  with lots of help from its manager. , 71 , Comedy  Drama  Music , 6.9 , 04 Oct 1996 , PG , Nominated for 1 Oscar. Another 3 wins & 7 nominations. , Tom Everett Scott  Liv Tyler  Johnathon Schaech  Steve Zahn , https://m.media-amazon.com/images/M/MV5BOWVmN2ZhZjgtZGEzMy00NDkxLWI5YWQtYTE2ZTk0YzIyMzc0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Joe Versus the Volcano , movie , USA , John Patrick Shanley , English , When a hypochondriac learns that he is dying  he accepts an offer to throw himself in a volcano at a tropical island  and along the way there  learns to truly live. , 45 , Comedy  Romance , 5.8 , 09 Mar 1990 , PG , 1 nomination. , Tom Hanks  Meg Ryan  Lloyd Bridges  Robert Stack , https://m.media-amazon.com/images/M/MV5BYWViOTc3M2ItZDI5Yy00OGMwLWEyYzMtNGY5NDBhMTkyZDkxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Dragnet , movie , USA , Tom Mankiewicz , English , The equally-straight-laced and "by the book" nephew of Joe Friday must work with his more laid-back partner to solve a mystery. , 62 , Comedy  Crime , 6.0 , 26 Jun 1987 , PG-13 , N/A , Dan Aykroyd  Tom Hanks  Christopher Plummer  Harry Morgan , https://m.media-amazon.com/images/M/MV5BZDIzNTc5YzEtZGFhNS00MDk1LTg2OGUtMWE2NzllMDg1NzJhXkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_SX300.jpg
Family Ties , series , USA , N/A , English , Chronicles liberal ex-hippies Steven and Elyse Keaton  their conservative son Alex  daughters Mallory and Jennifer  and later  youngest child Andrew. , N/A , Comedy  Family , 7.2 , 22 Sep 1982 , TV-G , Won 1 Golden Globe. Another 22 wins & 43 nominations. , Meredith Baxter  Michael Gross  Michael J. Fox  Justine Bateman , https://m.media-amazon.com/images/M/MV5BMTk1NDc3Mjc2OV5BMl5BanBnXkFtZTcwMDc4MzA1MQ@@._V1_SX300.jpg
Bosom Buddies , series , USA , N/A , English , Two young single ad men must disguise themselves as women to live in the one apartment they can afford. , N/A , Comedy , 6.7 , 27 Nov 1980 , TV-PG , N/A , Tom Hanks  Peter Scolari  Donna Dixon  Holland Taylor , https://m.media-amazon.com/images/M/MV5BMTgzMDYxMTA3OF5BMl5BanBnXkFtZTcwODI0OTM1MQ@@._V1_SX300.jpg
Greyhound , movie , USA , Aaron Schneider , English , During World War II  a US Navy skipper must lead an Allied convoy being stalked by Nazi U-boat wolf packs. , N/A , Drama  War , N/A , 08 May 2020 , N/A , N/A , Tom Hanks  Elisabeth Shue  Stephen Graham  Manuel Garcia-Rulfo , N/A
Electric City , series , USA , N/A , English , A view of the future of civilization  presented through the lens of provocative themes such as energy consumption  freedom of information  crime and punishment. , N/A , Animation  Short  Action  Drama  Fantasy  Sci-Fi , 7.0 , 17 Jul 2012 , N/A , 1 win & 1 nomination. , Tom Hanks  Paul Scheer  Chad L. Coleman  Jason Antoon , https://m.media-amazon.com/images/M/MV5BNDRiMDY0ZWYtNjdjOC00YTJiLTllOTItYTQ0NWFkYzQ0NjcwXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg
Larry Crowne , movie , USA , Tom Hanks , English , After losing his job  a middle-aged man reinvents himself by going back to college. , 41 , Comedy  Drama  Romance , 6.1 , 01 Jul 2011 , PG-13 , 3 nominations. , Tom Hanks  Sarah Mahoney  Roxana Ortega  Randall Park , https://m.media-amazon.com/images/M/MV5BYjQ4MzlmZDUtN2ViMi00ZTAwLWFkMmItNGRlZmM1NjQ1ZmJjXkEyXkFqcGdeQXVyMzI0NDc4ODY@._V1_SX300.jpg
Magnificent Desolation: Walking on the Moon 3D , movie , USA , Mark Cowen , English , This program strives to give the viewer an impression of what it is like to actually be on the moon. It provides a romantic  inspirational depiction of the Apollo astronauts travels on the ... , 71 , Documentary  Animation  Short , 6.9 , 23 Sep 2005 , Unrated , 1 win. , Tom Hanks  John Corbett  Andrew Husmann  Bryan Cranston , https://m.media-amazon.com/images/M/MV5BMTIxNDk3OTU0NF5BMl5BanBnXkFtZTcwOTU3MjAzMQ@@._V1_SX300.jpg
Band of Brothers , series , USA  UK , N/A , English  Dutch  French  German  Lithuanian , The story of Easy Company of the U.S. Army 101st Airborne Division  and their mission in World War II Europe  from Operation Overlord  through V-J Day. , N/A , Action  Drama  History  War , 9.5 , 09 Sep 2001 , TV-MA , Won 1 Golden Globe. Another 33 wins & 25 nominations. , Scott Grimes  Damian Lewis  Ron Livingston  Shane Taylor , https://m.media-amazon.com/images/M/MV5BMTI3ODc2ODc0M15BMl5BanBnXkFtZTYwMjgzNjc3._V1_SX300.jpg
From the Earth to the Moon , series , USA , N/A , English , Dramatized portrayal of the Apollo manned space program. , N/A , Action  Drama  History  Thriller , 8.6 , 05 Apr 1998 , TV-14 , Won 1 Golden Globe. Another 21 wins & 32 nominations. , Tom Hanks  Nick Searcy  Lane Smith  David Andrews , https://m.media-amazon.com/images/M/MV5BMTg1NTM4ODctMWUxYi00NDZhLWJhNGEtNzA3MGE4MWY4N2E2XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg
That Thing You Do! , movie , USA , Tom Hanks , English , A local Pennsylvania band scores a one hit wonder in 1964 and rides the star-making machinery as long as they can  with lots of help from its manager. , 71 , Comedy  Drama  Music , 6.9 , 04 Oct 1996 , PG , Nominated for 1 Oscar. Another 3 wins & 7 nominations. , Tom Everett Scott  Liv Tyler  Johnathon Schaech  Steve Zahn , https://m.media-amazon.com/images/M/MV5BOWVmN2ZhZjgtZGEzMy00NDkxLWI5YWQtYTE2ZTk0YzIyMzc0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Larry Crowne , movie , USA , Tom Hanks , English , After losing his job  a middle-aged man reinvents himself by going back to college. , 41 , Comedy  Drama  Romance , 6.1 , 01 Jul 2011 , PG-13 , 3 nominations. , Tom Hanks  Sarah Mahoney  Roxana Ortega  Randall Park , https://m.media-amazon.com/images/M/MV5BYjQ4MzlmZDUtN2ViMi00ZTAwLWFkMmItNGRlZmM1NjQ1ZmJjXkEyXkFqcGdeQXVyMzI0NDc4ODY@._V1_SX300.jpg
Band of Brothers , series , USA  UK , N/A , English  Dutch  French  German  Lithuanian , The story of Easy Company of the U.S. Army 101st Airborne Division  and their mission in World War II Europe  from Operation Overlord  through V-J Day. , N/A , Action  Drama  History  War , 9.5 , 09 Sep 2001 , TV-MA , Won 1 Golden Globe. Another 33 wins & 25 nominations. , Scott Grimes  Damian Lewis  Ron Livingston  Shane Taylor , https://m.media-amazon.com/images/M/MV5BMTI3ODc2ODc0M15BMl5BanBnXkFtZTYwMjgzNjc3._V1_SX300.jpg
From the Earth to the Moon , series , USA , N/A , English , Dramatized portrayal of the Apollo manned space program. , N/A , Action  Drama  History  Thriller , 8.6 , 05 Apr 1998 , TV-14 , Won 1 Golden Globe. Another 21 wins & 32 nominations. , Tom Hanks  Nick Searcy  Lane Smith  David Andrews , https://m.media-amazon.com/images/M/MV5BMTg1NTM4ODctMWUxYi00NDZhLWJhNGEtNzA3MGE4MWY4N2E2XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg
That Thing You Do! , movie , USA , Tom Hanks , English , A local Pennsylvania band scores a one hit wonder in 1964 and rides the star-making machinery as long as they can  with lots of help from its manager. , 71 , Comedy  Drama  Music , 6.9 , 04 Oct 1996 , PG , Nominated for 1 Oscar. Another 3 wins & 7 nominations. , Tom Everett Scott  Liv Tyler  Johnathon Schaech  Steve Zahn , https://m.media-amazon.com/images/M/MV5BOWVmN2ZhZjgtZGEzMy00NDkxLWI5YWQtYTE2ZTk0YzIyMzc0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Vault of Horror I , movie , USA , Steven E. de Souza  Tom Hanks  Stephen Hopkins , English , A compilation of three episodes from the Tales from the Crypt series ("Carrion Death"  "None but the lonely heart" and "Abra Cadaver") with some famous cast and directors. , N/A , Horror , 6.7 , N/A , N/A , N/A , Beau Bridges  George DelHoyo  Henry Gibson  Tony Goldwyn , https://m.media-amazon.com/images/M/MV5BMTg2NjA0MTU2N15BMl5BanBnXkFtZTcwMzU5MTkwOA@@._V1_SX300.jpg
Fallen Angels , series , USA , N/A , English , Fallen Angels is an American neo-noir anthology television series that ran in 1993 and 1995 on Showtime  and was produced by Propaganda Films. No first-run episodes were shown in 1994. , N/A , Drama  Crime  Mystery  Thriller , 6.4 , 01 Aug 1993 , N/A , Nominated for 3 Primetime Emmys. Another 3 wins & 15 nominations. , Miguel Ferrer  Lynette Walden  Dan Hedaya  Bernard Hocke , https://m.media-amazon.com/images/M/MV5BMTk0NDUxNzQ2MF5BMl5BanBnXkFtZTcwNDA0MjEzMQ@@._V1_SX300.jpg
A League of Their Own , series , USA , N/A , English , N/A , N/A , Comedy  Sport , 5.9 , 10 Apr 1993 , N/A , N/A , Sam McMurray  Carey Lowell  Christine Elise  Tracy Nelson , N/A
Tales from the Crypt , series , USA , N/A , English , Tales of horror based on the gruesome E.C. comic books of the 1950s presented by the legendary Crypt Keeper  a sinister ghoul obsessed with gallows humor and horrific puns. , N/A , Comedy  Crime  Fantasy  Horror  Thriller , 8.0 , 10 Jun 1989 , TV-MA , Nominated for 7 Primetime Emmys. Another 15 wins & 34 nominations. , John Kassir , https://m.media-amazon.com/images/M/MV5BM2M3YWRkN2MtZDg5OC00NmRmLTliNzctMTBkZjQzZTlkYmQ0XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg
Generations , movie , USA , Kourosh Ahari , N/A , A tragedy at work and family secrets revealed at home provoke a doctor to discover the truth about himself and his lineage. , N/A , Drama , N/A , N/A , N/A , N/A , George Maguire  Dyan McBride  Nancy Madden , N/A
The 15:17 To Paris: Portrait of Courage , movie , USA , Gary Leva , English , Having made films about Nelson Mandela  Navy SEAL Chris Kyle and Sully Sullenberger  Clint Eastwood is no stranger to hero stories. Now this veteran director brings to the screen the ... , N/A , Documentary  Short , N/A , 22 May 2018 , N/A , N/A , Dorothy Blyskal  Clint Eastwood  Geoffrey Miclat  Mark Moogalian , N/A
Name That Film , series , USA , N/A , English , N/A , N/A , Game-Show , N/A , 28 Apr 2017 , N/A , N/A , Angelique Chase  Chip Lane , https://m.media-amazon.com/images/M/MV5BMzhiNDBhY2EtN2IxYy00N2U1LWI4ODktZDFhYjRiYWI5YTE4XkEyXkFqcGdeQXVyMjMzNDAwOTA@._V1_SX300.jpg
Walking the Mile (Director's Cut) , movie , USA , Constantine Nasr , English , Behind the scenes documentary of Frank Darabont's The Green Mile. , N/A , Documentary , 6.3 , 30 Sep 2014 , N/A , N/A , Howard Berger  Scott Crabbe  James Cromwell  Alan B. Curtiss , N/A
The Extraordinary Voyage , movie , France , Serge Bromberg  Eric Lange(co-director) , French  English , A documentary that chronicles the cinematic journey of the iconic film A Trip to the Moon. , N/A , Documentary , 7.3 , 08 Dec 2011 , Not Rated , N/A , Costa-Gavras  Jean-Pierre Jeunet  Michel Gondry  Michel Hazanavicius , https://m.media-amazon.com/images/M/MV5BMTQ1MDYzMTkwOF5BMl5BanBnXkFtZTgwNDQ0NjA2MDE@._V1_SX300.jpg
Corman's World: Exploits of a Hollywood Rebel , movie , USA , Alex Stapleton , English , A documentary on DIY producer/director Roger Corman and his alternative approach to making movies in Hollywood. , N/A , Documentary , 7.6 , 21 Feb 2012 , R , 2 nominations. , Paul W.S. Anderson  Allan Arkush  Eric Balfour  Paul Bartel , https://m.media-amazon.com/images/M/MV5BMTg0MzgzMjE3NV5BMl5BanBnXkFtZTcwNjQ2MDMwNw@@._V1_SX300.jpg
I'm Still Here , movie , USA , Casey Affleck , English , Documents Joaquin Phoenix's transition from the acting world to a career as an aspiring rapper. , 48 , Comedy  Drama  Music , 6.2 , 16 Sep 2010 , R , 1 win & 4 nominations. , Joaquin Phoenix  Antony Langdon  Carey Perloff  Larry McHale , https://m.media-amazon.com/images/M/MV5BNTE5NjA2NzM5Ml5BMl5BanBnXkFtZTcwODg5NTE3Mw@@._V1_SX300.jpg
Morning , movie , USA , Leland Orser , English , Five days in the life of an American couple immediately following the accidental death of their child. An every day story of tragedy  loss  acceptance  hope and renewal. 'Morning' follows ... , 48 , Drama , 5.9 , 27 Sep 2013 , R , 1 nomination. , Jeanne Tripplehorn  Leland Orser  Laura Linney  Julie White , https://m.media-amazon.com/images/M/MV5BMjExODI2NDk1N15BMl5BanBnXkFtZTgwMjMzNDUwMDE@._V1_SX300.jpg
All the Presidents' Movies: The Movie , movie , USA , Brett Hudson  Burt Kearns , English , The history of the White House Theatre  presidential movie screenings and preferences  from Woodrow Wilson to Barack Obama. , N/A , Documentary , 4.2 , N/A , N/A , N/A , Linda Chavez  Lionel Chetwynd  Mark Ciardi  Bill Clinton , N/A
Surfer  Dude , movie , USA , S.R. Bindler , English , A wave twisting tale of a soul searching surfer experiencing an existential crisis. , 16 , Comedy , 4.7 , 05 Sep 2008 , R , N/A , Matthew McConaughey  Alexie Gilmore  Jeffrey Nordling  Woody Harrelson , https://m.media-amazon.com/images/M/MV5BMTQ1MzU1OTQ4NV5BMl5BanBnXkFtZTcwODY1NzM5MQ@@._V1_SX300.jpg
The Wackness , movie , UK  USA , Jonathan Levine , English , It's the summer of 1994  and the streets of New York are pulsing with hip-hop. Set against this backdrop  a lonely teenager named Luke Shapiro spends his last summer before university selling marijuana throughout New York City  trading it with his unorthodox psychotherapist for treatment  while having a crush on his stepdaughter. , 61 , Comedy  Drama  Romance , 7.0 , 01 Aug 2008 , R , 4 wins & 4 nominations. , Ben Kingsley  Josh Peck  Famke Janssen  Olivia Thirlby , https://m.media-amazon.com/images/M/MV5BOTkwNDkzMDI1Ml5BMl5BanBnXkFtZTcwMTc1OTA3MQ@@._V1_SX300.jpg
Lose Weight with Cancer , movie , USA , Elysia Skye , English , N/A , N/A , Short  Comedy , 8.4 , 09 Sep 2007 , N/A , N/A , Michael Lawson  Peter Bailey  Paul Bellantoni  Ankur Bhatt , N/A
The Sci-Fi Boys , movie , USA , Paul Davids , English , A chronicle of the impact early movie special effects had on star creators of future sci-fi films. , N/A , Documentary , 7.1 , 27 Apr 2006 , NOT RATED , 2 wins. , Peter Jackson  Ray Harryhausen  Leonard Maltin  Forrest J. Ackerman , https://m.media-amazon.com/images/M/MV5BMTI5OTQyMjYwM15BMl5BanBnXkFtZTcwOTM0MDMzMQ@@._V1_SX300.jpg
Who Killed the Electric Car? , movie , USA , Chris Paine , English , A documentary that investigates the birth and death of the electric car  as well as the role of renewable energy and sustainable living in the future. , 70 , Documentary , 7.6 , 04 Aug 2006 , PG , 4 nominations. , Martin Sheen  Reverend Gadget  Dave Barthmuss  Ed Begley Jr. , https://m.media-amazon.com/images/M/MV5BMTc1MTM0MTA2N15BMl5BanBnXkFtZTcwMTk1OTIzMQ@@._V1_SX300.jpg
The Polar Express , game , USA , Douglas Carrigan , English , A young boy  whose faith in Santa Claus is waivering  awakes Christmas Eve to the sounds of The Polar Express... , N/A , Animation , 7.7 , 12 Nov 2004 , N/A , N/A , Jim Hanks  Daryl Sabara  Nona Gaye  Chantel Valdivieso , N/A
Concert for George , movie , UK  USA , David Leland , English , George Harrison's friends  family  and bandmates unite for a tribute concert on the one-year anniversary of his death. , 82 , Documentary  Music , 8.6 , 03 Mar 2004 , PG-13 , 2 wins. , Joe Brown  Eric Clapton  Jools Holland  Sam Brown , https://m.media-amazon.com/images/M/MV5BMTYwODMyMTM1NV5BMl5BanBnXkFtZTcwNzEwMTYyMQ@@._V1_SX300.jpg
Making a 'Splash' , movie , USA , Barbara Toennies , English , N/A , N/A , Documentary  Short , 6.3 , 29 Mar 2004 , N/A , N/A , Ron Howard  Brian Grazer  Babaloo Mandel  Lowell Ganz , N/A
The Making of 'Band of Brothers' , movie , USA , N/A , English , Interviews made of the various actors and cast members that provide the knowledge and production skills and sets required to make the film a success. , N/A , Documentary  Short , 7.9 , 09 Sep 2001 , N/A , N/A , Tom Hanks  David Leland  Tony To  Frank John Hughes , https://m.media-amazon.com/images/M/MV5BZDUzODFkOTMtZTEyNC00NGRkLWI5ODctNjZkZDBjYTdlMTA0XkEyXkFqcGdeQXVyMTM3NzQ5NzQ@._V1_SX300.jpg
Walking the Mile , movie , USA , Constantine Nasr , English , Frank Darabont explains how this new project was introduced thru a phone call from Stephen King as "another prison tale" if he was interested to make it  the answer was not  King expose his... , N/A , Documentary  Short , 6.4 , 13 Jun 2000 , N/A , N/A , David Valdes  Spunk  Michael Jeter  James Cromwell , https://m.media-amazon.com/images/M/MV5BOWNmZDIwYWItZDczNi00ZjI5LTg5MDUtYWJlOTAxZGY0MTFjXkEyXkFqcGdeQXVyMTEyMDcwNw@@._V1_SX300.jpg
HBO First Look , series , USA , N/A , English , Behind-the-scenes look at upcoming feature films  featuring interview commentary with their casts and crews. , N/A , Documentary  Short , 6.1 , 01 Mar 1994 , N/A , 3 nominations. , Tom Hanks  Sandra Bullock  Will Smith  Matt Damon , https://m.media-amazon.com/images/M/MV5BYjg5ZDE3NTUtMjQ2Ni00MzgwLWI3ZjMtYTY3NDI0YjFjNjgyXkEyXkFqcGdeQXVyMTM2Mzg4MA@@._V1_SX300.jpg
Lost Moon: The Triumph of Apollo 13 , movie , USA , Lagniappe , English , The making of the motion picture "Apollo 13". , N/A , Documentary , 7.3 , 16 Jul 1996 , N/A , N/A , Jim Lovell  Fred Haise  Jack Swigert  Brian Grazer , N/A
The Crypt Keeper Presents: A Spine-Tingling Look at Tales from the Crypt , movie , USA , Dave McVeigh  Scott McVeigh  Randy Miller , English , N/A , N/A , Documentary  Short  Comedy , N/A , N/A , N/A , N/A , Gil Adler  Rick Bota  Beau Bridges  Stuart Burton , N/A
Red! - Stars  Lifestyle & More , series , Germany , N/A , German , N/A , N/A , News , 3.9 , 13 Nov 2008 , N/A , N/A , Annemarie Warnkross , N/A
The Oscars , movie , USA , Glenn Weiss , English , The 92nd Academy Awards for film achievements in 2019 are presented by the Academy of Motion Picture Arts and Sciences. , N/A , Music , 6.7 , 09 Feb 2020 , TV-14 , N/A , Margot Robbie  Florence Pugh  Taika Waititi  George MacKay , https://m.media-amazon.com/images/M/MV5BMjQ0M2Q4YmQtNTRkNS00ZjFkLWI4ZWMtZjc2Njg3MzEwZGY4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_SX300.jpg
Brain Games , series , USA , N/A , English , An examination of the nature of human perception and how it can be fooled. , N/A , Documentary  Comedy  Drama  Game-Show  Reality-TV , 8.3 , 09 Oct 2011 , TV-G , Nominated for 1 Primetime Emmy. Another 2 nominations. , Jason Silva , https://m.media-amazon.com/images/M/MV5BYzc0NjMzMzgtZTRhZi00ZjljLTljMDMtYzc1NDA1YTc3ZTgzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Lorraine , series , UK , N/A , English , Early morning chat show presented by Lorraine Kelly  with celebrity interviews  cooking tips  fashion features and musical guests. , N/A , Talk-Show , 4.2 , 03 Sep 2001 , N/A , N/A , Lorraine Kelly  Tasmin Lucia-Khan , https://m.media-amazon.com/images/M/MV5BZmY5ZjAwNjAtZGY4NS00YzM3LWI4YWUtYjQ2NWNjYTUxNDVmXkEyXkFqcGdeQXVyNjQyNjg3Nzk@._V1_SX300.jpg
Entertainment Tonight , series , USA , N/A , English , "Entertainment Tonight" is the #1 syndicated entertainment newsmagazine in the world. , N/A , News , 3.8 , 14 Sep 1981 , N/A , Nominated for 18 Primetime Emmys. Another 4 wins & 3 nominations. , Nancy O'Dell  Kevin Frazier  Mark Steines  Nischelle Turner , https://m.media-amazon.com/images/M/MV5BZmZkYmQ4YzQtYTVjZS00YTkxLWI4MTMtMDMwZDFhZjBkMGRiXkEyXkFqcGdeQXVyMTY2MzYyNzA@._V1_SX300.jpg
Close Up with the Hollywood Reporter , series , USA , N/A , English , 'The Hollywood Reporter'  in partnership with Sundance TV  holds round-table discussions with Oscar and Emmy nominees. , N/A , Talk-Show , 7.0 , 02 Aug 2015 , TV-14 , N/A , Lacey Rose  Stephen Galloway , https://m.media-amazon.com/images/M/MV5BMTI5MmMzZWItMzFmYy00ZWNmLTk5NDItODY5NTNmM2I1YjNkXkEyXkFqcGdeQXVyMzcyNDQxMTQ@._V1_SX300.jpg
The 26th Annual Screen Actors Guild Awards , movie , USA , Alan Carter , English , N/A , N/A , News , N/A , 19 Jan 2020 , N/A , N/A , Phoebe Waller-Bridge  Leonardo DiCaprio  Robert De Niro  Millie Bobby Brown , N/A
Today , series , USA , N/A , English , A daily live broadcast provides current domestic and international news  weather reports and interviews with news-makers from the worlds of politics  business  media  entertainment and sports. , N/A , News  Talk-Show , 5.1 , 14 Jan 1952 , TV-G , Won 3 Primetime Emmys. Another 12 wins & 37 nominations. , Al Roker  Natalie Morales  Matt Lauer  Savannah Guthrie , https://ia.media-imdb.com/images/M/MV5BMTQ4MjkxNDQ1NF5BMl5BanBnXkFtZTcwOTg3NjcwNQ@@._V1_SX300.jpg
77th Golden Globe Awards , movie , USA , Louis J. Horvitz , N/A , Comic Ricky Gervais hosts the 77th annual awards ceremony  where "Marriage Story (2019)" leads the field with six nominations  while Tom Hanks is presented with Cecil B. DeMille Award and ... , N/A , Comedy  News , 7.2 , 05 Jan 2020 , TV-14 , N/A , Ana de Armas  Adam Driver  Taika Waititi  Rachel Brosnahan , https://m.media-amazon.com/images/M/MV5BYmZiMWE1MjgtMDY0Mi00ZTc1LWIyMDAtMjA1NGU0OTQ5MjFkXkEyXkFqcGdeQXVyNzA2NjE1NjA@._V1_SX300.jpg
The Graham Norton Show , series , UK , N/A , English , Irish comedian Graham Norton hosts his very own chat show  which includes chatting to A-list celebrities  the very famous Red Chair game  live music  lots of jokes and fun from Graham and the celebrities themselves. , N/A , Comedy  Music  Talk-Show , 8.4 , 22 Feb 2007 , N/A , 7 wins & 16 nominations. , Graham Norton , https://m.media-amazon.com/images/M/MV5BMDQ5ZWRhODEtNDUzOC00OGU1LWI0YWQtNWI1M2QxNWE4ZDYxXkEyXkFqcGdeQXVyNjg0NTcxMTg@._V1_SX300.jpg
Access Hollywood , series , USA , N/A , English , Celebrity information  hollywood gossip  and other news from the world of entertainment. , N/A , News , 3.5 , 01 Sep 1996 , N/A , 2 wins & 8 nominations. , Billy Bush , https://m.media-amazon.com/images/M/MV5BMTY3NDg2NDk5OV5BMl5BanBnXkFtZTgwNzY5MTAxNzE@._V1_SX300.jpg
Hollywood Insider , series , USA , N/A , English , A show focused on substance and meaningful entertainment while staying away from gossip and scandal. , N/A , Talk-Show , 8.4 , 17 May 2018 , N/A , N/A , Pritan Ambroase , https://m.media-amazon.com/images/M/MV5BZmMyNThjYmItNTFhNi00ZWNiLTgzNTctOGQ0M2FiMmJjNjMzXkEyXkFqcGdeQXVyNjk3ODkyODQ@._V1_SX300.jpg
The Kelly Clarkson Show , series , USA , N/A , N/A , Singer Kelly Clarkson brings her gift of connection to a fun and funny hour each weekday  offering heartwarming stories  live musical performances  games and surprises. , N/A , Talk-Show , 5.7 , 09 Sep 2019 , N/A , 1 nomination. , Kelly Clarkson  Jaco Caraco  Lester Estelle  Jason Halbert , https://m.media-amazon.com/images/M/MV5BYTdmZDA0YTItMWUxMC00NTJmLWFkZmQtNGM2MjIyMTY4N2FjXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_SX300.jpg
