Title , Type , Country Origin , Director , Languages , Plot , Metascore , Genre , Rating  , Relese Date , Rated , Awards , Actors , Poster link
The Godfather: Part II , movie , USA , Francis Ford Coppola , English  Italian  Spanish  Latin  Sicilian , The early life and career of Vito Corleone in 1920s New York City is portrayed  while his son  Michael  expands and tightens his grip on the family crime syndicate. , 90 , Crime  Drama , 9.0 , 20 Dec 1974 , R , Won 6 Oscars. Another 11 wins & 20 nominations. , Al Pacino  Robert Duvall  Diane Keaton  Robert De Niro , https://m.media-amazon.com/images/M/MV5BMWMwMGQzZTItY2JlNC00OWZiLWIyMDctNDk2ZDQ2YjRjMWQ0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
Serpico , movie , Italy  USA , Sidney Lumet , English  Italian  Spanish , An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him. , 87 , Biography  Crime  Drama  Thriller , 7.7 , 26 Feb 1974 , R , Nominated for 2 Oscars. Another 6 wins & 9 nominations. , Al Pacino  John Randolph  Jack Kehoe  Biff McGuire , https://m.media-amazon.com/images/M/MV5BYTU4ZTI0NzAtYzMwNi00YmMxLThmZWItNTY5NzgyMDAwYWVhXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
Scarecrow , movie , USA , Jerry Schatzberg , English , Max  an ex-con drifter with a penchant for brawling is amused by Lion  a homeless ex-sailor  and they partner up as they head east together. , 72 , Drama , 7.3 , 11 Apr 1973 , R , 4 wins. , Gene Hackman  Al Pacino  Dorothy Tristan  Ann Wedgeworth , https://m.media-amazon.com/images/M/MV5BYWI4YjlhYTEtMGNkZi00MjJmLWI3M2QtM2NiM2I1YjZiOTg0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
The Godfather , movie , USA , Francis Ford Coppola , English  Italian  Latin , The aging patriarch of an organized crime dynasty transfers control of his clandestine empire to his reluctant son. , 100 , Crime  Drama , 9.2 , 24 Mar 1972 , R , Won 3 Oscars. Another 26 wins & 30 nominations. , Marlon Brando  Al Pacino  James Caan  Richard S. Castellano , https://m.media-amazon.com/images/M/MV5BM2MyNjYxNmUtYTAwNi00MTYxLWJmNWYtYzZlODY3ZTk3OTFlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
The Panic in Needle Park , movie , USA , Jerry Schatzberg , English , Follows the lives of heroin addicts who frequent "Needle Park" in New York City. , 74 , Drama , 7.1 , 01 Jun 1971 , PG , 1 win & 1 nomination. , Al Pacino  Kitty Winn  Alan Vint  Richard Bright , https://m.media-amazon.com/images/M/MV5BZTFkYTRmNGYtZDU3OS00NTQ5LTg3YTktYzI5MjI5YmUxYjAxXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg
Me  Natalie , movie , USA , Fred Coe , English , A young woman struggles for independence. , N/A , Comedy  Drama , 6.6 , 30 Nov 1969 , M , Won 1 Golden Globe. Another 4 nominations. , Patty Duke  James Farentino  Martin Balsam  Elsa Lanchester , https://m.media-amazon.com/images/M/MV5BMzNlNGQ5NWQtY2M1MC00ZmU4LThlYjYtZTAyZTA3ODFhMTVhXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
N.Y.P.D. , series , USA , N/A , English , The three detectives fight every kind of criminal all over New York City. The show featured many actual New York City locations  as well as episodes based on real New York City police cases. , N/A , Crime  Drama , 7.6 , 05 Sep 1967 , N/A , N/A , Jack Warden  Robert Hooks  Frank Converse , https://m.media-amazon.com/images/M/MV5BNjY0YzczYTQtMDNlMC00MDQxLWFlYWItYWQ0MmZiNTUyOTFlXkEyXkFqcGdeQXVyMjcyMDU4NA@@._V1_SX300.jpg
The Humbling , movie , USA  Italy , Barry Levinson , English , A stage actor who is slowly losing his mind engages in a relationship with a sexually confused younger woman. , 59 , Comedy  Drama  Romance , 5.6 , 23 Jan 2015 , R , N/A , Al Pacino  Greta Gerwig  Nina Arianda  Charles Grodin , https://m.media-amazon.com/images/M/MV5BMTc1NjI0ODE5MV5BMl5BanBnXkFtZTgwOTMyMzEwMzE@._V1_SX300.jpg
Looking for Richard , movie , USA , Al Pacino , English , Al Pacino's deeply-felt rumination on Shakespeare's significance and relevance to the modern world through interviews and an in-depth analysis of "Richard III." , N/A , Documentary  Drama , 7.3 , 11 Oct 1996 , PG-13 , 2 wins & 3 nominations. , Penelope Allen  Gordon MacDonald  Madison Arnold  Vincent Angell , https://m.media-amazon.com/images/M/MV5BNDliYWJkNzgtZDY4OS00ZTkyLWFjYzQtMjE4MjE0MDcxZDRjXkEyXkFqcGdeQXVyMTAyNjg4NjE0._V1_SX300.jpg
The Local Stigmatic , movie , USA , David F. Wheeler , English , Two symbiotic sociopaths play obscurely deviant mind games with each other while engaging in perversely brutal acts of violence against victims apparently chosen at random. , N/A , Drama , 6.2 , 01 Mar 1990 , N/A , N/A , Al Pacino  Paul Guilfoyle  Joseph Maher  Michael Higgins , https://m.media-amazon.com/images/M/MV5BYTI2YzY5ZjYtM2FmMi00YTQ3LTk3OWYtNGQ4YTBhOTk0YzQ4XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
Salom , movie , USA , Al Pacino , English , The Biblical story of Salom�  a girl who agrees to perform the "dance of the seven veils" in return for John the Baptist's head on a silver platter. , N/A , Drama , 6.5 , 21 Sep 2014 , R , N/A , Kevin Anderson  Jessica Chastain  Ralph Guzzo  Roxanne Hart , https://m.media-amazon.com/images/M/MV5BMTU3MDUyMDQxM15BMl5BanBnXkFtZTgwMTI0NTM1MTE@._V1_SX300.jpg
Wilde Salom , movie , USA , Al Pacino , English , A tale of lust  greed and one woman's scorn. , 65 , Documentary  Drama , 6.6 , 01 Apr 2017 , R , 1 win & 1 nomination. , Al Pacino  Jessica Chastain  Kevin Anderson  Estelle Parsons , https://m.media-amazon.com/images/M/MV5BMTM0NzY1MDA0Nl5BMl5BanBnXkFtZTcwOTg5MjY2Ng@@._V1_SX300.jpg
Chinese Coffee , movie , USA , Al Pacino , English , Harry and Jake  two unsuccessful writers  spend a cathartic evening arguing about money  aesthetics  their friendship  and Harry's new manuscript. , N/A , Drama , 7.1 , 02 Sep 2000 , R , N/A , Al Pacino  Jerry Orbach  Susan Floyd  Ellen McElduff , https://m.media-amazon.com/images/M/MV5BYWExZTkzZmYtODg0ZS00OGFjLWFlY2ItOTliNWZkOTA0NDRiXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
Looking for Richard , movie , USA , Al Pacino , English , Al Pacino's deeply-felt rumination on Shakespeare's significance and relevance to the modern world through interviews and an in-depth analysis of "Richard III." , N/A , Documentary  Drama , 7.3 , 11 Oct 1996 , PG-13 , 2 wins & 3 nominations. , Penelope Allen  Gordon MacDonald  Madison Arnold  Vincent Angell , https://m.media-amazon.com/images/M/MV5BNDliYWJkNzgtZDY4OS00ZTkyLWFjYzQtMjE4MjE0MDcxZDRjXkEyXkFqcGdeQXVyMTAyNjg4NjE0._V1_SX300.jpg
Danny Collins , movie , USA , Dan Fogelman , English , An aging rock star decides to change his life when he discovers a 40-year-old letter written to him by John Lennon. , 58 , Biography  Comedy  Drama  Music , 7.0 , 10 Apr 2015 , R , Nominated for 1 Golden Globe. Another 1 win & 3 nominations. , Al Pacino  Annette Bening  Jennifer Garner  Bobby Cannavale , https://m.media-amazon.com/images/M/MV5BNDk5NTYxOTk2MV5BMl5BanBnXkFtZTgwMzIxMjE0MzE@._V1_SX300.jpg
Phil Spector , movie , USA , David Mamet , English , A drama centered on the relationship between Phil Spector and defense attorney Linda Kenney Baden while the music business legend was on trial for the murder of Lana Clarkson. , N/A , Biography  Drama  Music , 6.2 , 24 Mar 2013 , TV-MA , Nominated for 2 Golden Globes. Another 2 wins & 35 nominations. , Al Pacino  Helen Mirren  Jeffrey Tambor  Chiwetel Ejiofor , https://m.media-amazon.com/images/M/MV5BMjE2NDI4MTc3OF5BMl5BanBnXkFtZTcwMTYyNTgxOQ@@._V1_SX300.jpg
Bobby Deerfield , movie , USA , Sydney Pollack , English  French , Bobby Deerfield  a famous American race car driver on the European circuit  falls in love with the enigmatic Lillian Morelli  who is terminally ill. , 47 , Drama  Romance , 5.9 , 03 Nov 1977 , PG , N/A , Al Pacino  Marthe Keller  Anny Duperey  Walter McGinn , https://m.media-amazon.com/images/M/MV5BMTk0MTIzMDEzNV5BMl5BanBnXkFtZTYwNjAwMzQ5._V1_SX300.jpg
Serpico , movie , Italy  USA , Sidney Lumet , English  Italian  Spanish , An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him. , 87 , Biography  Crime  Drama  Thriller , 7.7 , 26 Feb 1974 , R , Nominated for 2 Oscars. Another 6 wins & 9 nominations. , Al Pacino  John Randolph  Jack Kehoe  Biff McGuire , https://m.media-amazon.com/images/M/MV5BYTU4ZTI0NzAtYzMwNi00YmMxLThmZWItNTY5NzgyMDAwYWVhXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
Looking for Richard , movie , USA , Al Pacino , English , Al Pacino's deeply-felt rumination on Shakespeare's significance and relevance to the modern world through interviews and an in-depth analysis of "Richard III." , N/A , Documentary  Drama , 7.3 , 11 Oct 1996 , PG-13 , 2 wins & 3 nominations. , Penelope Allen  Gordon MacDonald  Madison Arnold  Vincent Angell , https://m.media-amazon.com/images/M/MV5BNDliYWJkNzgtZDY4OS00ZTkyLWFjYzQtMjE4MjE0MDcxZDRjXkEyXkFqcGdeQXVyMTAyNjg4NjE0._V1_SX300.jpg
Frank Serpico , movie , USA , Antonino D'Ambrosio , English , In his own words  Frank Serpico tells the story of his one-man crusade for police reform in the NYPD during the early 1970s. , 68 , Documentary  Biography , 6.7 , 01 Nov 2017 , Unrated , N/A , Frank Serpico  Stanislao Pugliese  Janet Panetta  John O'Connor , https://m.media-amazon.com/images/M/MV5BMjQzMTg1ODA0MV5BMl5BanBnXkFtZTgwOTkwODcwNDI@._V1_SX300.jpg
Desire , movie , USA , Sherina Mikasa , English , N/A , N/A , Short  Drama , N/A , N/A , N/A , N/A , Sherina Mikasa  Thom Barry  Crystal Mantecon  Erin Ross , N/A
Mantus , movie , USA , Enzo Zelocchi , English , Madame Mary is the mother of Mantus (Satan) and she's the guardian between hell and humanity. Mantus is back on earth with his fiance Natasha to give his son to Mary to raise him like a conquer able to destroy God's army. , N/A , Comedy  Drama  Thriller , 6.0 , N/A , N/A , 2 wins. , Enzo Zelocchi  Miryam Negrin  Paul Gregory  Marina Vorobeva , https://m.media-amazon.com/images/M/MV5BMTQ4NjE5NzE1Nl5BMl5BanBnXkFtZTgwMTE3MjM5NDE@._V1_SX300.jpg
Art of Conflict , movie , Ireland  UK  USA , Valeri Vaughn , English , The murals of Northern Ireland are an expression of the region's violent Troubles. 'The Art of Conflict' examines these murals through their painters and the people who live there  ... , N/A , Documentary  History  News , 6.7 , 12 Oct 2012 , N/A , 1 nomination. , Gerry Adams  Danny Devenny  David Ervine  Mark Ervine , https://m.media-amazon.com/images/M/MV5BMDY3YzdhZmMtZGI4OC00MjYzLTlhZjEtMTVmOTk3ZjkzNWRlXkEyXkFqcGdeQXVyNDA4NzUyMzg@._V1_SX300.jpg
Arbitrage , movie , USA  Poland , Nicholas Jarecki , English , A troubled hedge fund magnate desperate to complete the sale of his trading empire makes an error that forces him to turn to an unlikely person for help. , 73 , Drama  Thriller , 6.6 , 14 Sep 2012 , R , Nominated for 1 Golden Globe. Another 4 wins & 4 nominations. , Richard Gere  Susan Sarandon  Tim Roth  Brit Marling , https://m.media-amazon.com/images/M/MV5BODU5ODYyNzM1MF5BMl5BanBnXkFtZTcwNDEwNTQwOA@@._V1_SX300.jpg
Little Spain , movie , USA , Artur Balder , English  Spanish , Little Spain is a documentary that pulled together for first time an archive that reveals the untold history of the Spanish-American presence in Manhattan. The archive contains more than ... , N/A , Documentary , 6.9 , 01 Nov 2014 , N/A , 1 win. , Mike Alaska  Artur Balder  Abraham D. Beame  Mark Blumberg , N/A
Dick Tracy Special , movie , USA , Warren Beatty  Chris Merrill , English , Warren Beatty  in character as Dick Tracy  is interviewed by Leonard Maltin. , N/A , Comedy , 6.5 , N/A , N/A , N/A , Warren Beatty  Leonard Maltin  Kevin Berntson  Steve Monroe , https://m.media-amazon.com/images/M/MV5BMmJlZmRhZDItODhiNS00YzUyLWJlNzEtZmNhMzZjNzRiNmIwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_SX300.jpg
Explicit Ills , movie , USA , Mark Webber , English , A drama of four interconnecting stories revolving around love  drugs and poverty in Philadelphia. , 54 , Drama  Romance , 5.6 , 06 Mar 2009 , R , 3 wins & 1 nomination. , Paul Dano  Rosario Dawson  Naomie Harris  Lou Taylor Pucci , https://m.media-amazon.com/images/M/MV5BMjI4NjA1MzU3Nl5BMl5BanBnXkFtZTgwNjExMjA2MDE@._V1_SX300.jpg
Scarface: The World Is Yours , game , USA , N/A , English  Spanish  Haitian  Mandarin , Scarface the game begins during the final scene of the film  with the mansion of Tony Montana under attack from assassins sent by Alejandro Sosa. When Tony survives  his quest to kill Sosa begins. , N/A , Action  Adventure  Crime  Drama  Thriller , 8.4 , 10 Oct 2006 , M , 1 nomination. , Al Pacino  Steven Bauer  Robert Loggia  Al Israel , https://m.media-amazon.com/images/M/MV5BMTU3Mzk0MTk3NV5BMl5BanBnXkFtZTgwNjM2NTQ3MDE@._V1_SX300.jpg
Based on a True Story , movie , Netherlands , Walter Stokman , English , 'Based on a True Story' is a documentary on John Wojtowicz and Salvatore Naturile's attempt to rob a bank in Flatbrush  NY  which was later made into a movie in 1975. , N/A , Documentary  Crime , 6.7 , 16 Feb 2006 , N/A , 1 win & 1 nomination. , John Cazale  Sidney Lumet  Al Pacino  Frank Pierson , N/A
Biography , series , USA , N/A , English , The life stories of various historical figures and celebrities are told. , N/A , Documentary  Biography , 7.9 , 06 Apr 1987 , N/A , Won 2 Primetime Emmys. Another 22 wins & 43 nominations. , Jack Perkins  Peter Graves , https://m.media-amazon.com/images/M/MV5BMjE1NTAzOTExN15BMl5BanBnXkFtZTcwNjI4OTEyMQ@@._V1_SX300.jpg
HBO First Look , series , USA , N/A , English , Behind-the-scenes look at upcoming feature films  featuring interview commentary with their casts and crews. , N/A , Documentary  Short , 6.1 , 01 Mar 1994 , N/A , 3 nominations. , Tom Hanks  Sandra Bullock  Will Smith  Matt Damon , https://m.media-amazon.com/images/M/MV5BYjg5ZDE3NTUtMjQ2Ni00MzgwLWI3ZjMtYTY3NDI0YjFjNjgyXkEyXkFqcGdeQXVyMTM2Mzg4MA@@._V1_SX300.jpg
The Best of Hollywood , movie , USA , Daniel S. Hurwitz  Ted Newsom , English , N/A , N/A , Documentary , 5.7 , N/A , N/A , N/A , Tab Hunter  Barry ZeVan  James Bacon  Anne Baxter , N/A
In the Name of the Father , movie , Ireland  UK , Jim Sheridan , English , A man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them. , 84 , Biography  Drama , 8.1 , 25 Feb 1994 , R , Nominated for 7 Oscars. Another 7 wins & 34 nominations. , Alison Crosbie  Daniel Day-Lewis  Philip King  Emma Thompson , https://m.media-amazon.com/images/M/MV5BMmYyOTgwYWItYmU3Ny00M2E2LTk0NWMtMDVlNmQ0MWZiMTMxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
The Godfather Family: A Look Inside , movie , USA , Jeff Werner , English  Italian , A documentary on the making of the three Godfather films  with interviews and recollections from the film makers and cast. This feature also includes the original screen tests of some of ... , N/A , Documentary , 7.9 , 12 Jul 1990 , N/A , N/A , Francis Ford Coppola  Mario Puzo  Marlon Brando  James Caan , https://m.media-amazon.com/images/M/MV5BMTUzOTc0NDAyNF5BMl5BanBnXkFtZTcwNjAwMDEzMQ@@._V1_SX300.jpg
IMDb on the Scene - Interviews , series , N/A , N/A , N/A , IMDb takes you on the scene with interviews featuring the cast and filmmakers of up-and-coming films. , N/A , Talk-Show , 7.2 , 03 Jul 2018 , N/A , N/A , Denzel Washington  Antoine Fuqua  Riz Ahmed  Joe Alwyn , https://m.media-amazon.com/images/M/MV5BMTA3ODM0MTQ0MDJeQTJeQWpwZ15BbWU4MDMyMzY2NDcx._V1_SX300.jpg
Entertainment Tonight , series , USA , N/A , English , "Entertainment Tonight" is the #1 syndicated entertainment newsmagazine in the world. , N/A , News , 3.8 , 14 Sep 1981 , N/A , Nominated for 18 Primetime Emmys. Another 4 wins & 3 nominations. , Nancy O'Dell  Kevin Frazier  Mark Steines  Nischelle Turner , https://m.media-amazon.com/images/M/MV5BZmZkYmQ4YzQtYTVjZS00YTkxLWI4MTMtMDMwZDFhZjBkMGRiXkEyXkFqcGdeQXVyMTY2MzYyNzA@._V1_SX300.jpg
Jimmy Kimmel Live! , series , USA , N/A , English , Jimmy Kimmel interviews celebrities. , N/A , Comedy  Music  Talk-Show , 6.7 , 26 Jan 2003 , TV-14 , Won 3 Primetime Emmys. Another 2 wins & 52 nominations. , Jimmy Kimmel , https://m.media-amazon.com/images/M/MV5BMTFhOWQwMTktYTJlOS00ZGExLWIzMDYtNGU2NTFiOTZjNDZjXkEyXkFqcGdeQXVyNjg3MDM4Mzc@._V1_SX300.jpg
The Oscars , movie , USA , Glenn Weiss , English , The 92nd Academy Awards for film achievements in 2019 are presented by the Academy of Motion Picture Arts and Sciences. , N/A , Music , 6.7 , 09 Feb 2020 , TV-14 , N/A , Margot Robbie  Florence Pugh  Taika Waititi  George MacKay , https://m.media-amazon.com/images/M/MV5BMjQ0M2Q4YmQtNTRkNS00ZjFkLWI4ZWMtZjc2Njg3MzEwZGY4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_SX300.jpg
The One Show , series , UK , N/A , English , A live magazine programme featuring topical stories and big name studio guests. , N/A , News , 3.8 , 14 Aug 2006 , N/A , 1 nomination. , Alex Jones  Matt Baker  Christine Lampard  Adrian Chiles , https://m.media-amazon.com/images/M/MV5BMGQxMDc4NDMtNGQ2Mi00MThiLTk5OTEtMThhNjY1N2VjMTM4XkEyXkFqcGdeQXVyMzU5MDAyOTI@._V1_SX300.jpg
The 26th Annual Screen Actors Guild Awards , movie , USA , Alan Carter , English , N/A , N/A , News , N/A , 19 Jan 2020 , N/A , N/A , Phoebe Waller-Bridge  Leonardo DiCaprio  Robert De Niro  Millie Bobby Brown , N/A
77th Golden Globe Awards , movie , USA , Louis J. Horvitz , N/A , Comic Ricky Gervais hosts the 77th annual awards ceremony  where "Marriage Story (2019)" leads the field with six nominations  while Tom Hanks is presented with Cecil B. DeMille Award and ... , N/A , Comedy  News , 7.2 , 05 Jan 2020 , TV-14 , N/A , Ana de Armas  Adam Driver  Taika Waititi  Rachel Brosnahan , https://m.media-amazon.com/images/M/MV5BYmZiMWE1MjgtMDY0Mi00ZTc1LWIyMDAtMjA1NGU0OTQ5MjFkXkEyXkFqcGdeQXVyNzA2NjE1NjA@._V1_SX300.jpg
Celebrity Page , series , USA , N/A , English , A look at the top stories in entertainment and celebrity news. , N/A , News , 5.3 , 09 Sep 2013 , N/A , N/A , Sonia Isabelle  Jaymes Vaughan  Arthur Kade , https://m.media-amazon.com/images/M/MV5BMGI5MjZjMTMtZGFjOS00OWQyLWIyZGMtMWJiNjEzZmZiZmJkXkEyXkFqcGdeQXVyNjc1Njg4MzA@._V1_SX300.jpg
The Irishman: In Conversation , movie , USA , Martin Scorsese , English , A roundtable discussion about The Irishman (2019) with Martin Scorsese  Robert De Niro  Al Pacino and Joe Pesci. , N/A , Documentary  Short , 7.4 , 27 Nov 2019 , TV-MA , N/A , Robert De Niro  Al Pacino  Joe Pesci  Martin Scorsese , https://m.media-amazon.com/images/M/MV5BOTZjMjNjYjItNjA4Ny00YjEyLWI4ZDgtNTk4MGQyNGMxNmZhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Dagsrevyen , series , Norway , N/A , Norwegian , N/A , N/A , News , 6.7 , 01 Sep 1958 , N/A , N/A , Ragnar Baartvedt  Tollef Berg  Gry Blekastad Alm�s  Christian Borch , N/A
Hollywood Insider , series , USA , N/A , English , A show focused on substance and meaningful entertainment while staying away from gossip and scandal. , N/A , Talk-Show , 8.4 , 17 May 2018 , N/A , N/A , Pritan Ambroase , https://m.media-amazon.com/images/M/MV5BZmMyNThjYmItNTFhNi00ZWNiLTgzNTctOGQ0M2FiMmJjNjMzXkEyXkFqcGdeQXVyNjk3ODkyODQ@._V1_SX300.jpg
Inside the Actors Studio , series , USA , N/A , English , Famous actors  directors and writers reminisce about their careers and the philosophy behind their craft. , N/A , Talk-Show , 8.7 , 12 Jun 1994 , N/A , Won 1 Primetime Emmy. Another 4 wins & 34 nominations. , James Lipton , https://m.media-amazon.com/images/M/MV5BYjQ1ODRkMjAtOTdjZi00MjZhLWFkMzYtN2IzN2Y5ZmY5OTRlXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_SX300.jpg
Today , series , USA , N/A , English , A daily live broadcast provides current domestic and international news  weather reports and interviews with news-makers from the worlds of politics  business  media  entertainment and sports. , N/A , News  Talk-Show , 5.1 , 14 Jan 1952 , TV-G , Won 3 Primetime Emmys. Another 12 wins & 37 nominations. , Al Roker  Natalie Morales  Matt Lauer  Savannah Guthrie , https://ia.media-imdb.com/images/M/MV5BMTQ4MjkxNDQ1NF5BMl5BanBnXkFtZTcwOTg3NjcwNQ@@._V1_SX300.jpg
WGN Morning News , series , USA , N/A , English , N/A , N/A , News , 5.0 , 06 Sep 1994 , N/A , N/A , Lou Manfredini  Terry Savage  Lauren Streicher , N/A
Extra , series , USA , N/A , English , Extra  a television news updates show on current events in the mass-entertainment business such as movies  TV  music  etc. , N/A , News , 3.5 , 05 Sep 1994 , N/A , 2 wins & 1 nomination. , Mario Lopez  Renee Bargh  Charissa Thompson  A.J. Calloway , https://m.media-amazon.com/images/M/MV5BMmQzODIxNDUtNGJhYi00NjcyLTg4YTctMThlMmZhMGRjYzkzXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg
CBS News Sunday Morning , series , USA , N/A , English , The news show that does personal interest pieces  and has done since 1979. Anything from interviews with actors  political figures  athletes  musicians  costume designers  fashion designers... , N/A , News , 7.7 , N/A , TV-PG , 21 wins & 49 nominations. , Charles Osgood  Jane Pauley , https://m.media-amazon.com/images/M/MV5BNTgxMDk5YzUtMWI4MS00MTVlLTkyZGMtN2IzZjk4ZTc3NjJiXkEyXkFqcGdeQXVyODg3NDc1OTE@._V1_SX300.jpg
Hand in Hand: A Benefit for Hurricane Relief , movie , USA , Paul Dugdale  Hamish Hamilton  Louis J. Horvitz  Don Mischer , English , N/A , N/A , Music , N/A , 12 Sep 2017 , N/A , N/A , Uzo Aduba  Malin Akerman  Lily Aldridge  Jason Alexander , https://m.media-amazon.com/images/M/MV5BMmU1Y2QyNDctODQ5OS00OTMzLWE1YjItMDUxMGQwYTRlNmI2XkEyXkFqcGdeQXVyODY2NTEzNTI@._V1_SX300.jpg
AFI Life Achievement Award: A Tribute to Diane Keaton , movie , USA , Louis J. Horvitz , N/A , Actress Diane Keaton is honored with the 45th AFI Life Achievement Award in a ceremony at the Dolby Theatre in Hollywood. , N/A , N/A , 7.3 , 15 Jun 2017 , N/A , N/A , Diane Keaton  Steve Martin  Martin Short  Reese Witherspoon , https://m.media-amazon.com/images/M/MV5BOWRkOGM1ZmUtYWFiOS00ZWEyLTk3Y2ItZjNhNTQ2NDZjMzgzXkEyXkFqcGdeQXVyMTYzMTY1MjQ@._V1_SX300.jpg
Heat: Academy of Motion Picture Arts and Sciences Filmmaker Panel , movie , USA , N/A , English , 2016 Academy of Motion Picture Arts and Sciences in depth discussion about the film moderated by filmmaker Christopher Nolan  it includes Mann  Pacino  De Niro  Brugge  Kilmer  Brenneman  ... , N/A , Documentary , N/A , 09 May 2017 , N/A , N/A , Robert De Niro  Val Kilmer  Michael Mann  Christopher Nolan , N/A
Julian Schnabel: A Private Portrait , movie , USA  Italy , Pappi Corsicato , English , A look at the personal life and public career of New York artist Julian Schnabel. , 42 , Documentary , 7.0 , 05 May 2017 , Not Rated , 1 nomination. , Mathieu Amalric  Laurie Anderson  Hector Babenco  Jean Michel Basquiat , https://m.media-amazon.com/images/M/MV5BMjAyMzU3Njc3MF5BMl5BanBnXkFtZTgwMzg3MzcxMjI@._V1_SX300.jpg
Frank Serpico , movie , USA , Antonino D'Ambrosio , English , In his own words  Frank Serpico tells the story of his one-man crusade for police reform in the NYPD during the early 1970s. , 68 , Documentary  Biography , 6.7 , 01 Nov 2017 , Unrated , N/A , Frank Serpico  Stanislao Pugliese  Janet Panetta  John O'Connor , https://m.media-amazon.com/images/M/MV5BMjQzMTg1ODA0MV5BMl5BanBnXkFtZTgwOTkwODcwNDI@._V1_SX300.jpg
CBS This Morning , series , USA , N/A , English , A mix of news  features and interviews with notable figures in politics  business and entertainment. , N/A , News , 5.7 , 09 Jan 2012 , N/A , 5 wins & 12 nominations. , Gayle King  Charlie Rose  Norah O'Donnell , https://m.media-amazon.com/images/M/MV5BM2M2ODEzYjUtMDY0OC00NjlkLTk2NjYtMWM1MTY4ZmMyOTY2XkEyXkFqcGdeQXVyNTc4Njg5MjA@._V1_SX300.jpg
The 39th Annual Kennedy Center Honors , movie , USA , N/A , English , The annual telecast that honors those in the performing arts for their lifetime of contributions to American culture. This year's honorees are: pianist Martha Argerich  rock legends The ... , N/A , N/A , 1.8 , 04 Dec 2016 , N/A , N/A , Stephen Colbert  Martha Argerich  Eagles  Al Pacino , https://m.media-amazon.com/images/M/MV5BOGE1ZTcyMTktMDYwMS00Y2FlLWE4OGQtNzgxNGVlOGE2ZmU1XkEyXkFqcGdeQXVyODQ1NTk5OQ@@._V1_SX300.jpg
Academy Event: Heat , movie , USA , N/A , English , A discussion panel with the cast and crew of Heat (1995) moderated by Christopher Nolan. , N/A , Short  Talk-Show , N/A , 07 Sep 2016 , N/A , N/A , Amy Brenneman  Pieter Jan Brugge  Robert De Niro  William Goldenberg , N/A
73rd Golden Globe Awards , movie , USA , Louis J. Horvitz , English , The Hollywood Foreign Press Association's 73rd annual event honoring excellence in film and television  hosted by Ricky Gervais. , N/A , N/A , 7.0 , 10 Jan 2016 , TV-14 , Nominated for 1 Primetime Emmy. Another 1 nomination. , Ricky Gervais  Channing Tatum  Jonah Hill  Jane Fonda , https://m.media-amazon.com/images/M/MV5BM2M1MjdkNWYtOGUwOS00MzQ4LWFhODEtODBkYTVmMDk1ZWQwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Behind the Scenes of Danny Collins , movie , USA , N/A , English , N/A , N/A , Short , N/A , 30 Jun 2015 , N/A , N/A , Annette Bening  Dan Fogelman  Jennifer Garner  Al Pacino , N/A
Formula 1: BBC Sport , series , UK , N/A , English , News  reports  commentary and features from the world of Formula 1. , N/A , Sport , 8.6 , 28 Mar 2009 , N/A , 1 win & 1 nomination. , Lewis Hamilton  Sebastian Vettel  Jenson Button  Nico Rosberg , https://m.media-amazon.com/images/M/MV5BMjYyZjQxZjctOGE4Yi00OWJjLWFlOTYtMjU0NzNmOWJkNDU1XkEyXkFqcGdeQXVyMzQ2MzE5ODA@._V1_SX300.jpg
Fox and Friends , series , USA , N/A , English  Spanish , A morning news show that includes interviews  features and banter among the hosts. , N/A , News  Talk-Show , 3.3 , 01 Feb 1998 , N/A , N/A , Steve Doocy  Brian Kilmeade  Ainsley Earhardt  Heather Nauert , https://m.media-amazon.com/images/M/MV5BZjc5ZWI5ZGYtYjFhMS00ZmYwLWEzMjktMWFhYTZlZTE0ZjQ2XkEyXkFqcGdeQXVyNjE4Njk5NTM@._V1_SX300.jpg
