Title , Type , Country Origin , Director , Languages , Plot , Metascore , Genre , Rating  , Relese Date , Rated , Awards , Actors , Poster link
Allied , movie , UK  USA , Robert Zemeckis , English  French  German  Arabic , In 1942  a Canadian intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London  their relationship is tested by the pressures of war. , 60 , Action  Drama  Romance  Thriller  War , 7.1 , 23 Nov 2016 , R , Nominated for 1 Oscar. Another 1 win & 10 nominations. , Brad Pitt  Vincent Ebrahim  Xavier de Guillebon  Marion Cotillard , https://m.media-amazon.com/images/M/MV5BZWEyMzg4ZWUtYmZhMC00Yjk2LWEyYjktODVmN2M3YTA2ZmNjXkEyXkFqcGdeQXVyNjQ2Mjg3OTI@._V1_SX300.jpg
Voyage of Time: The IMAX Experience , movie , USA , Terrence Malick , English , This documentary examines the origins of the universe  including the beginning of life on Earth. , 77 , Documentary  Short , 7.9 , 07 Oct 2016 , G , 1 nomination. , Brad Pitt  Jamal Cavil  Maisha Diatta  Yagazie Emezi , https://m.media-amazon.com/images/M/MV5BNjBiZjg0MjAtODgzNy00ZTZjLTkzMjctYmJmODhmNjY3NmFlXkEyXkFqcGdeQXVyNTkzMDA2ODI@._V1_SX300.jpg
The Big Short , movie , USA , Adam McKay , English , In 2006-2007 a group of investors bet against the US mortgage market. In their research they discover how flawed and corrupt the market is. , 81 , Biography  Comedy  Drama  History , 7.8 , 23 Dec 2015 , R , Won 1 Oscar. Another 37 wins & 80 nominations. , Ryan Gosling  Rudy Eisenzopf  Casey Groves  Charlie Talbert , https://m.media-amazon.com/images/M/MV5BNDc4MThhN2EtZjMzNC00ZDJmLThiZTgtNThlY2UxZWMzNjdkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg
By the Sea , movie , France  Malta  USA , Angelina Jolie , English  French  Ukrainian , A couple tries to repair their marriage while staying at a hotel in France. , 44 , Drama  Romance , 5.3 , 09 Dec 2015 , R , 1 win & 2 nominations. , Brad Pitt  Angelina Jolie  M�lanie Laurent  Melvil Poupaud , https://m.media-amazon.com/images/M/MV5BMTUyNDU2MDMxM15BMl5BanBnXkFtZTgwMzAzMTk1NjE@._V1_SX300.jpg
The Audition , movie , USA  Macao  UK , Martin Scorsese , English , Robert De Niro and Leonardo DiCaprio must compete for the lead role in Martin Scorsese's next film. , N/A , Short  Comedy , 6.8 , 27 Oct 2015 , Not Rated , N/A , Robert De Niro  Leonardo DiCaprio  Brad Pitt  Martin Scorsese , https://m.media-amazon.com/images/M/MV5BMjZlOTAzNTYtMTA5YS00NjU0LThiZTEtYTBjYmZkMGE1NDRlXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg
Fury , movie , USA  China  UK , David Ayer , English  German , A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April  1945. , 64 , Action  Drama  War , 7.6 , 17 Oct 2014 , R , 5 wins & 23 nominations. , Brad Pitt  Shia LaBeouf  Logan Lerman  Michael Pe�a , https://m.media-amazon.com/images/M/MV5BMjA4MDU0NTUyN15BMl5BanBnXkFtZTgwMzQxMzY4MjE@._V1_SX300.jpg
The Counselor , movie , UK  USA , Ridley Scott , English  Spanish  Dutch , A lawyer finds himself in over his head when he gets involved in drug trafficking. , 48 , Crime  Drama  Thriller , 5.3 , 25 Oct 2013 , R , 5 wins & 3 nominations. , Michael Fassbender  Pen�lope Cruz  Cameron Diaz  Javier Bardem , https://m.media-amazon.com/images/M/MV5BMTc3ODk0MTY0N15BMl5BanBnXkFtZTgwOTU2MTEzMDE@._V1_SX300.jpg
12 Years a Slave , movie , USA  UK , Steve McQueen , English , In the antebellum United States  Solomon Northup  a free black man from upstate New York  is abducted and sold into slavery. , 96 , Biography  Drama  History , 8.1 , 08 Nov 2013 , R , Won 3 Oscars. Another 237 wins & 333 nominations. , Chiwetel Ejiofor  Dwight Henry  Dickie Gravois  Bryan Batt , https://m.media-amazon.com/images/M/MV5BMjExMTEzODkyN15BMl5BanBnXkFtZTcwNTU4NTc4OQ@@._V1_SX300.jpg
World War Z , movie , USA  UK  Malta , Marc Forster , English  Spanish  Hebrew  Arabic , Former United Nations employee Gerry Lane traverses the world in a race against time to stop a zombie pandemic that is toppling armies and governments and threatens to destroy humanity itself. , 63 , Action  Adventure  Horror  Sci-Fi , 7.0 , 21 Jun 2013 , PG-13 , 3 wins & 24 nominations. , Brad Pitt  Mireille Enos  Daniella Kertesz  James Badge Dale , https://m.media-amazon.com/images/M/MV5BNDQ4YzFmNzktMmM5ZC00MDZjLTk1OTktNDE2ODE4YjM2MjJjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg
Killing Them Softly , movie , USA , Andrew Dominik , English , Jackie Cogan is an enforcer hired to restore order after three dumb guys rob a Mob protected card game  causing the local criminal economy to collapse. , 64 , Crime  Drama  Thriller , 6.2 , 30 Nov 2012 , R , 3 wins & 8 nominations. , Brad Pitt  Scoot McNairy  Ben Mendelsohn  James Gandolfini , https://m.media-amazon.com/images/M/MV5BODk3MDg2NDk5M15BMl5BanBnXkFtZTcwMjcxMjMzOA@@._V1_SX300.jpg
8 , movie , USA , Rob Reiner , English , Live chronicle of the landmark federal trial of California's Prop. 8 using the actual court transcripts and first-hand interviews. , N/A , Drama  History , 7.2 , 03 Mar 2012 , N/A , N/A , Kevin Bacon  Dustin Lance Black  David Boies  Matt Bomer , https://m.media-amazon.com/images/M/MV5BNDRlYWM3NjktZDQyMS00NTI1LWJkNGUtMGIwMjc3Y2YzNDJhXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_SX300.jpg
Touch of Evil , movie , USA , Alex Prager , None , Some of 2011's stand-out film actors appear in "a video gallery of cinematic villainy" for New York Times Magazine. , N/A , Short , 6.9 , 06 Dec 2011 , N/A , 1 win. , Jessica Chastain  George Clooney  Glenn Close  Viola Davis , https://m.media-amazon.com/images/M/MV5BNWNjNDQxNjMtMDQyYy00Y2I1LWFiYjMtYmFkNmFlYTE0OWQ3XkEyXkFqcGdeQXVyMjA5MTIzMjQ@._V1_SX300.jpg
Happy Feet Two , movie , Australia  USA , George Miller  Gary Eck(co-director)  David Peers(co-director) , English , Mumble's son  Erik  is struggling to realize his talents in the Emperor Penguin world. Meanwhile  Mumble and his family and friends discover a new threat their home -- one that will take everyone working together to save them. , 50 , Animation  Adventure  Comedy  Family  Musical , 5.9 , 18 Nov 2011 , PG , 3 wins & 9 nominations. , Carlos Alazraqui  Lombardo Boyar  Jeffrey Garcia  Johnny A. Sanchez , https://m.media-amazon.com/images/M/MV5BMTg1MzU2Nzg2OV5BMl5BanBnXkFtZTcwNzE3MzAxNg@@._V1_SX300.jpg
Moneyball , movie , USA , Bennett Miller , English , Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players. , 87 , Biography  Drama  Sport , 7.6 , 23 Sep 2011 , PG-13 , Nominated for 6 Oscars. Another 30 wins & 75 nominations. , Brad Pitt  Jonah Hill  Philip Seymour Hoffman  Robin Wright , https://m.media-amazon.com/images/M/MV5BMjAxOTU3Mzc1M15BMl5BanBnXkFtZTcwMzk1ODUzNg@@._V1_SX300.jpg
The Tree of Life , movie , USA , Terrence Malick , English , The story of a family in Waco  Texas in 1956. The eldest son witnesses the loss of innocence and struggles with his parents' conflicting teachings. , 85 , Drama  Fantasy , 6.8 , 17 May 2011 , PG-13 , Nominated for 3 Oscars. Another 116 wins & 123 nominations. , Brad Pitt  Sean Penn  Jessica Chastain  Hunter McCracken , https://m.media-amazon.com/images/M/MV5BMTMwNjQ0NjMzN15BMl5BanBnXkFtZTcwNjMxMTkyNA@@._V1_SX300.jpg
Megamind , movie , USA , Tom McGrath , English , The supervillain Megamind finally defeats his nemesis  the superhero Metro Man. But without a hero  he loses all purpose and must find new meaning to his life. , 63 , Animation  Action  Comedy  Family  Sci-Fi , 7.2 , 05 Nov 2010 , PG , 2 wins & 16 nominations. , Will Ferrell  Brad Pitt  Tina Fey  Jonah Hill , https://m.media-amazon.com/images/M/MV5BMTAzMzI0NTMzNDBeQTJeQWpwZ15BbWU3MDM3NTAyOTM@._V1_SX300.jpg
Beyond All Boundaries , movie , USA , David Briggs , English , A visual  4-D experience of the battles of World War II featuring stories  archival footage and advanced special effects. , N/A , Short  War , 7.2 , 09 Nov 2009 , N/A , 1 nomination. , Kevin Bacon  Corbin Bleu  Patricia Clarkson  Kevin Connolly , https://m.media-amazon.com/images/M/MV5BMTQwNjU1NjE0NV5BMl5BanBnXkFtZTcwNTg4MzI1Mw@@._V1_SX300.jpg
Inglourious Basterds , movie , Germany  USA , Quentin Tarantino , English  German  French  Italian , In Nazi-occupied France during World War II  a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same. , 69 , Adventure  Drama  War , 8.3 , 21 Aug 2009 , R , Won 1 Oscar. Another 132 wins & 171 nominations. , Brad Pitt  M�lanie Laurent  Christoph Waltz  Eli Roth , https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg
The Curious Case of Benjamin Button , movie , USA , David Fincher , English  Russian  French , Tells the story of Benjamin Button  a man who starts aging backwards with consequences. , 70 , Drama  Fantasy  Romance , 7.8 , 25 Dec 2008 , PG-13 , Won 3 Oscars. Another 81 wins & 157 nominations. , Cate Blanchett  Brad Pitt  Julia Ormond  Faune Chambers Watkins , https://m.media-amazon.com/images/M/MV5BNjQ0NTY2ODY2M15BMl5BanBnXkFtZTgwMjE4MzkxMDE@._V1_SX300.jpg
Burn After Reading , movie , USA  UK  France , Ethan Coen  Joel Coen , English , A disk containing mysterious information from a CIA agent ends up in the hands of two unscrupulous and daft gym employees who attempt to sell it. , 63 , Comedy  Crime  Drama  Thriller , 7.0 , 12 Sep 2008 , R , Nominated for 2 Golden Globes. Another 8 wins & 30 nominations. , George Clooney  Frances McDormand  Brad Pitt  John Malkovich , https://m.media-amazon.com/images/M/MV5BYzYwMjZhOGEtMGZlZS00Mjg1LTlkMDktYzJiZDU4MzAxZDRiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
The Assassination of Jesse James by the Coward Robert Ford , movie , USA  Canada  UK , Andrew Dominik , English  Danish , Robert Ford  who's idolized Jesse James since childhood  tries hard to join the reforming gang of the Missouri outlaw  but gradually becomes resentful of the bandit leader. , 68 , Biography  Crime  Drama  History  Western , 7.5 , 19 Oct 2007 , R , Nominated for 2 Oscars. Another 25 wins & 66 nominations. , Brad Pitt  Mary-Louise Parker  Brooklynn Proulx  Dustin Bollinger , https://m.media-amazon.com/images/M/MV5BMTY2NDI2MTc2NV5BMl5BanBnXkFtZTcwNjA2NTQzMw@@._V1_SX300.jpg
Ocean's Thirteen , movie , USA , Steven Soderbergh , English  Mandarin  Spanish  French , Danny Ocean rounds up the boys for a third heist  after casino owner Willy Bank double-crosses one of the original eleven  Reuben Tishkoff. , 62 , Action  Crime  Thriller , 6.9 , 08 Jun 2007 , PG-13 , 1 win & 5 nominations. , George Clooney  Brad Pitt  Matt Damon  Michael Mantell , https://m.media-amazon.com/images/M/MV5BMTMyNTc1NzY5MV5BMl5BanBnXkFtZTcwNDM4NTQzMw@@._V1_SX300.jpg
Babel , movie , France  USA  Mexico , Alejandro G. rritu , English  Arabic  Spanish  Japanese  Berber languages  French  Russian  Japanese Sign Language , Tragedy strikes a married couple on vacation in the Moroccan desert  touching off an interlocking story involving four different families. , 69 , Drama , 7.4 , 10 Nov 2006 , R , Won 1 Oscar. Another 42 wins & 135 nominations. , Brad Pitt  Cate Blanchett  Mohamed Akhzam  Peter Wight , https://m.media-amazon.com/images/M/MV5BYTJkZDljNGYtNjRiNC00ZmY2LTg1NmItYTI1MTllNDQzMWVmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Mr. & Mrs. Smith , movie , USA , Doug Liman , English  Spanish , A bored married couple is surprised to learn that they are both assassins hired by competing agencies to kill each other. , 55 , Action  Comedy  Crime  Thriller , 6.5 , 10 Jun 2005 , PG-13 , 9 wins & 18 nominations. , Brad Pitt  Angelina Jolie  Vince Vaughn  Adam Brody , https://m.media-amazon.com/images/M/MV5BMTUxMzcxNzQzOF5BMl5BanBnXkFtZTcwMzQxNjUyMw@@._V1_SX300.jpg
Ocean's Twelve , movie , USA , Steven Soderbergh , English  Dutch  French  Italian  Mandarin , Daniel Ocean recruits one more team member so he can pull off three major European heists in this sequel to Ocean's 11. , 58 , Crime  Thriller , 6.5 , 10 Dec 2004 , PG-13 , 3 wins & 8 nominations. , Brad Pitt  Catherine Zeta-Jones  George Clooney  Ed Kross , https://m.media-amazon.com/images/M/MV5BMmJmYzBjNTktMTJjZS00ZGRhLWE1Y2QtOWQxZGU0Y2RmMjkyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Troy , movie , USA  Malta  UK , Wolfgang Petersen , English , An adaptation of Homer's great epic  the film follows the assault on Troy by the united Greek forces and chronicles the fates of the men involved. , 56 , Drama  History , 7.2 , 14 May 2004 , R , Nominated for 1 Oscar. Another 4 wins & 21 nominations. , Julian Glover  Brian Cox  Nathan Jones  Adoni Maropis , https://m.media-amazon.com/images/M/MV5BMTk5MzU1MDMwMF5BMl5BanBnXkFtZTcwNjczODMzMw@@._V1_SX300.jpg
Freedom: A History of Us , series , USA , N/A , English , A sixteen episode miniseries of the history of America. , N/A , Documentary  History , 5.6 , N/A , N/A , N/A , Katie Couric  Eric Foner  Philip Bosco  Tom Hanks , https://m.media-amazon.com/images/M/MV5BMjA3NDUyNjgxNl5BMl5BanBnXkFtZTcwMjkwNTkyMQ@@._V1_SX300.jpg
Sinbad and the Cyclops Island , movie , USA , Patrick Gilmore , English , Marina  Sinbad and his crew are resting on a small island. They soon find out they're not alone. , N/A , Animation  Short  Adventure  Comedy  Family  Fantasy , 6.8 , 18 Nov 2003 , N/A , N/A , Brad Pitt  Catherine Zeta-Jones  Dennis Haysbert  Adriano Giannini , https://m.media-amazon.com/images/M/MV5BMTZjMjAxNTAtMjM4OS00MWU4LWE1OTAtZGMyMzQ3YjA2NDRlXkEyXkFqcGdeQXVyMjIzMTk0MzM@._V1_SX300.jpg
King of the Hill , series , USA , N/A , English , A straight laced propane salesman in Arlen  Texas tries to deal with the wacky antics of his family and friends  while also trying to keep his son in line. , N/A , Animation  Comedy  Drama , 7.3 , 12 Jan 1997 , TV-PG , Won 2 Primetime Emmys. Another 11 wins & 55 nominations. , Mike Judge  Kathy Najimy  Pamela Adlon  Johnny Hardwick , https://m.media-amazon.com/images/M/MV5BNzI5ODk5MTMtMDE4OC00ZWM5LTg0MzYtNTJmZTY3OWY3NzEzXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
Sinbad: Legend of the Seven Seas , movie , USA , Patrick Gilmore  Tim Johnson , English  Cantonese  Italian , The sailor of legend is framed by the goddess Eris for the theft of the Book of Peace  and must travel to her realm at the end of the world to retrieve it and save the life of his childhood friend Prince Proteus. , 48 , Animation  Adventure  Family  Fantasy , 6.7 , 02 Jul 2003 , PG , 9 nominations. , Brad Pitt  Catherine Zeta-Jones  Michelle Pfeiffer  Joseph Fiennes , https://m.media-amazon.com/images/M/MV5BMTIyMzE1ODI3NF5BMl5BanBnXkFtZTYwMDE3NDc2._V1_SX300.jpg
Confessions of a Dangerous Mind , movie , USA  Germany  Canada , George Clooney , English  Spanish , An adaptation of the cult memoir of game show impresario Chuck Barris  in which he purports to have been a CIA hitman. , 67 , Biography  Comedy  Crime  Drama  Romance  Thriller , 7.0 , 24 Jan 2003 , R , 7 wins & 12 nominations. , Dick Clark  Sam Rockwell  Michelle Sweeney  Drew Barrymore , https://m.media-amazon.com/images/M/MV5BYmFiMWVmMzUtZTUwMC00ZTVjLTgxMGItODEyNjFkMzNhN2ZhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Ocean's Eleven , movie , USA , Steven Soderbergh , English  Italian  Cantonese , Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously. , 74 , Crime  Thriller , 7.8 , 07 Dec 2001 , PG-13 , 4 wins & 20 nominations. , George Clooney  Cecelia Ann Birt  Paul L. Nolan  Carol Florence , https://m.media-amazon.com/images/M/MV5BYzVmYzVkMmUtOGRhMi00MTNmLThlMmUtZTljYjlkMjNkMjJkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg
Friends , series , USA , N/A , English  Dutch  Italian  French , Follows the personal and professional lives of six twenty to thirty-something-year-old friends living in Manhattan. , N/A , Comedy  Romance , 8.9 , 22 Sep 1994 , TV-14 , Won 1 Golden Globe. Another 76 wins & 214 nominations. , Jennifer Aniston  Courteney Cox  Lisa Kudrow  Matt LeBlanc , https://m.media-amazon.com/images/M/MV5BNDVkYjU0MzctMWRmZi00NTkxLTgwZWEtOWVhYjZlYjllYmU4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg
Spy Game , movie , Germany  USA  Japan  France , Tony Scott , English  German  Arabic  French  Cantonese , Retiring CIA agent Nathan Muir recalls his training of Tom Bishop while working against agency politics to free him from his Chinese captors. , 63 , Action  Crime  Thriller , 7.1 , 21 Nov 2001 , R , 3 nominations. , Robert Redford  Brad Pitt  Catherine McCormack  Stephen Dillane , https://m.media-amazon.com/images/M/MV5BNjNhOGZkNzktMGU3NC00ODk2LWE4NjctZTliN2JjZTQxZmIxXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg
The Mexican , movie , USA  Mexico , Gore Verbinski , English  Spanish , A man tries to transport an ancient gun called The Mexican  believed to carry a curse  back across the border  while his girlfriend pressures him to give up his criminal ways. , 43 , Adventure  Comedy  Crime  Romance , 6.1 , 02 Mar 2001 , R , 3 wins & 1 nomination. , Brad Pitt  Julia Roberts  James Gandolfini  J.K. Simmons , https://m.media-amazon.com/images/M/MV5BNWIxZTExZjctZjA5ZC00NGQ2LTk4M2YtMWIyMGM2NzRlNWVkXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg
Snatch , movie , UK  USA , Guy Ritchie , English  Russian , Unscrupulous boxing promoters  violent bookmakers  a Russian gangster  incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond. , 55 , Comedy  Crime , 8.3 , 19 Jan 2001 , R , 4 wins & 6 nominations. , Benicio Del Toro  Dennis Farina  Vinnie Jones  Brad Pitt , https://m.media-amazon.com/images/M/MV5BMTA2NDYxOGYtYjU1Mi00Y2QzLTgxMTQtMWI1MGI0ZGQ5MmU4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg
Fight Club , movie , USA  Germany , David Fincher , English , An insomniac office worker and a devil-may-care soapmaker form an underground fight club that evolves into something much  much more. , 66 , Drama , 8.8 , 15 Oct 1999 , R , Nominated for 1 Oscar. Another 10 wins & 37 nominations. , Edward Norton  Brad Pitt  Meat Loaf  Zach Grenier , https://m.media-amazon.com/images/M/MV5BMmEzNTkxYjQtZTc0MC00YTVjLTg5ZTEtZWMwOWVlYzY0NWIwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
Being John Malkovich , movie , USA , Spike Jonze , English , A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich. , 90 , Comedy  Drama  Fantasy , 7.7 , 03 Dec 1999 , R , Nominated for 3 Oscars. Another 48 wins & 75 nominations. , John Cusack  Cameron Diaz  Ned Bellamy  Eric Weinstein , https://m.media-amazon.com/images/M/MV5BYmUxY2MyOTQtYjRlMi00ZWEwLTkzODctZDMxNDcyNTFhYjNjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg
Meet Joe Black , movie , USA , Martin Brest , English  Dutch , Death  who takes the form of a young man  asks a media mogul to act as a guide to teach him about life on Earth  and in the process  he falls in love with his guide's daughter. , 43 , Drama  Fantasy  Romance , 7.2 , 13 Nov 1998 , PG-13 , 3 wins & 6 nominations. , Brad Pitt  Anthony Hopkins  Claire Forlani  Jake Weber , https://m.media-amazon.com/images/M/MV5BNTc0MzRmMTgtMTk4OS00MzdkLWJjNWMtZWJmZjlkYTI0YWRiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Seven Years in Tibet , movie , USA  UK , Jean-Jacques Annaud , English  German  Mandarin  Tibetan  Hindi , True story of Heinrich Harrer  an Austrian mountain climber who became friends with the Dalai Lama at the time of China's takeover of Tibet. , 55 , Adventure  Biography  Drama  History  War , 7.1 , 10 Oct 1997 , PG-13 , Nominated for 1 Golden Globe. Another 3 wins & 7 nominations. , Brad Pitt  David Thewlis  BD Wong  Mako , https://m.media-amazon.com/images/M/MV5BYmM4ZDhhNmItMDEyZi00NDUyLTk3MzUtMzE5NTE1ZWM0N2UyXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
The Devil's Own , movie , USA , Alan J. Pakula , English , A police officer uncovers the real identity of his house-guest  an I.R.A. terrorist in hiding. , 53 , Action  Crime  Drama  Thriller , 6.2 , 26 Mar 1997 , R , 1 nomination. , Harrison Ford  Brad Pitt  Margaret Colin  Rub�n Blades , https://m.media-amazon.com/images/M/MV5BMTYzMDA1OTc4OF5BMl5BanBnXkFtZTgwODc2MzkyMTE@._V1_SX300.jpg
Sleepers , movie , USA , Barry Levinson , English , After a prank goes disastrously wrong  a group of boys are sent to a detention center where they are brutalized. Thirteen years later  an unexpected random encounter with a former guard gives them a chance for revenge. , 49 , Crime  Drama  Thriller , 7.6 , 18 Oct 1996 , R , Nominated for 1 Oscar. Another 1 win & 4 nominations. , Kevin Bacon  Billy Crudup  Robert De Niro  Ron Eldard , https://m.media-amazon.com/images/M/MV5BMTc4OTUzNzc0MV5BMl5BanBnXkFtZTgwMjE4ODYxMTE@._V1_SX300.jpg
12 Monkeys , movie , USA , Terry Gilliam , English  French , In a future world devastated by disease  a convict is sent back in time to gather information about the man-made virus that wiped out most of the human population on the planet. , 74 , Mystery  Sci-Fi  Thriller , 8.0 , 05 Jan 1996 , R , Nominated for 2 Oscars. Another 10 wins & 22 nominations. , Joseph Melito  Bruce Willis  Jon Seda  Michael Chance , https://m.media-amazon.com/images/M/MV5BN2Y2OWU4MWMtNmIyMy00YzMyLWI0Y2ItMTcyZDc3MTdmZDU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Se7en , movie , USA , David Fincher , English , Two detectives  a rookie and a veteran  hunt a serial killer who uses the seven deadly sins as his motives. , 65 , Crime  Drama  Mystery  Thriller , 8.6 , 22 Sep 1995 , R , Nominated for 1 Oscar. Another 26 wins & 40 nominations. , Morgan Freeman  Andrew Kevin Walker  Daniel Zacapa  Brad Pitt , https://m.media-amazon.com/images/M/MV5BOTUwODM5MTctZjczMi00OTk4LTg3NWUtNmVhMTAzNTNjYjcyXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
Legends of the Fall , movie , USA , Edward Zwick , English  Cornish , In the early 1900s  three brothers and their father living in the remote wilderness of Montana are affected by betrayal  history  love  nature  and war. , 45 , Drama  Romance  War  Western , 7.6 , 13 Jan 1995 , R , Won 1 Oscar. Another 2 wins & 12 nominations. , Brad Pitt  Anthony Hopkins  Aidan Quinn  Julia Ormond , https://m.media-amazon.com/images/M/MV5BMTYwMjYxNTAyN15BMl5BanBnXkFtZTgwMTc3MjkyMTE@._V1_SX300.jpg
Interview with the Vampire: The Vampire Chronicles , movie , USA , Neil Jordan , English  French , A vampire tells his epic life story: love  betrayal  loneliness  and hunger. , 59 , Drama  Horror , 7.6 , 11 Nov 1994 , R , Nominated for 2 Oscars. Another 21 wins & 31 nominations. , Brad Pitt  Christian Slater  Virginia McCollam  John McConnell , https://m.media-amazon.com/images/M/MV5BYThmYjJhMGItNjlmOC00ZDRiLWEzNjUtZjU4MjA3MzY0MzFmXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg
The Favor , movie , USA , Donald Petrie , English , Kathy is married to Peter. Now she can't help but wonder how things could have been if she got together with her old boyfriend  Tom. Being married prevents from doing that so she asks her ... , 51 , Comedy  Romance , 5.2 , 29 Apr 1994 , R , N/A , Harley Jane Kozak  Elizabeth McGovern  Bill Pullman  Brad Pitt , https://m.media-amazon.com/images/M/MV5BZjMyYmQ1NWMtMzAyOC00MWFmLWI1ZTAtNmE0M2EzZjZlMmJiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
True Romance , movie , USA  France , Tony Scott , English  Italian , In Detroit  a lonely pop culture geek marries a call girl  steals cocaine from her pimp  and tries to sell it in Hollywood. Meanwhile  the owners of the cocaine  the Mob  track them down in an attempt to reclaim it. , 59 , Crime  Drama  Romance  Thriller , 7.9 , 10 Sep 1993 , R , 1 win & 10 nominations. , Christian Slater  Patricia Arquette  Dennis Hopper  Val Kilmer , https://m.media-amazon.com/images/M/MV5BMDViNjFjOWMtZGZhMi00NmIyLThmYzktODA4MzJhZDZhMDc5XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
Kalifornia , movie , USA , Dominic Sena , English , A journalist duo go on a tour of serial killer murder sites with two companions  unaware that one of them is a serial killer himself. , 49 , Crime  Drama  Thriller , 6.7 , 03 Sep 1993 , R , 4 wins & 4 nominations. , Brad Pitt  Kathy Larson  David Milford  David Duchovny , https://m.media-amazon.com/images/M/MV5BNDE2ODZhYzUtMTBhYi00ODgxLWJlNTAtODljN2Q2NDhjZmVhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg
Contact , movie , USA , Jonathan Darby , English , An American soldier and an Arab soldier confront each other during wartime in the desert  each hoping to kill the other. But in order to survive  they must lay down their arms and cooperate. , N/A , Short , 6.2 , N/A , N/A , Nominated for 1 Oscar. Another 1 win. , Brad Bovee  Elias Koteas  Ken Lesco  Brad Pitt , https://m.media-amazon.com/images/M/MV5BNTEwZmNiMWYtZDBhOC00NzdlLTliMDYtODQ4OGQzOTgyZjJlXkEyXkFqcGdeQXVyMzc5NTM0Mg@@._V1_SX300.jpg
A River Runs Through It , movie , USA , Robert Redford , English , The story about two sons of a stern minister -- one reserved  one rebellious -- growing up in rural Montana while devoted to fly fishing. , 68 , Drama , 7.2 , 30 Oct 1992 , PG , Won 1 Oscar. Another 3 wins & 11 nominations. , Craig Sheffer  Brad Pitt  Tom Skerritt  Brenda Blethyn , https://m.media-amazon.com/images/M/MV5BNzE4YWZkOWMtOWZlNS00NzU4LTk5MDQtZjZkNDllMjM1NGI1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Tales from the Crypt , series , USA , N/A , English , Tales of horror based on the gruesome E.C. comic books of the 1950s presented by the legendary Crypt Keeper  a sinister ghoul obsessed with gallows humor and horrific puns. , N/A , Comedy  Crime  Fantasy  Horror  Thriller , 8.0 , 10 Jun 1989 , TV-MA , Nominated for 7 Primetime Emmys. Another 15 wins & 34 nominations. , John Kassir , https://m.media-amazon.com/images/M/MV5BM2M3YWRkN2MtZDg5OC00NmRmLTliNzctMTBkZjQzZTlkYmQ0XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg
