Title , Type , Country Origin , Director , Languages , Plot , Metascore , Genre , Rating  , Relese Date , Rated , Awards , Actors , Poster link
One Night Stand , movie , USA , Mike Figgis , English , Max/W.Snipes has a one night stand with Karen/N.Kinski in NYC. He returns to his wife  2 kids and career in LA but is affected. A year later  Max and Karen meet again by chance  but this time they're with their spouses. , N/A , Drama  Romance , 5.8 , 17 Sep 1997 , R , 1 win & 3 nominations. , Wesley Snipes  Nastassja Kinski  Kyle MacLachlan  Ming-Na Wen , https://m.media-amazon.com/images/M/MV5BNTUxZGM0ODMtMDk1OS00ZTlhLWEwZGYtMjM5MTg3NTE4MjE0XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg
Danger Zone , movie , Canada  South Africa  USA , Allan Eastman , English , American mining engineer gets involved in civil war and international conspiracy in an African country. , N/A , Action  Drama , 4.6 , 02 Aug 1996 , R , N/A , Billy Zane  Robert Downey Jr.  Cary-Hiroyuki Tagawa  Lisa Collins , https://m.media-amazon.com/images/M/MV5BMTc4ODAwMjM5OF5BMl5BanBnXkFtZTcwNzg0MzEyMQ@@._V1_SX300.jpg
Restoration , movie , USA  UK , Michael Hoffman , English  Latin , The exiled royal physician to King Charles II devotes himself to helping Londoners suffering from the plague  and in the process falls in love with an equally poor woman. , 66 , Biography  Drama  History  Romance , 6.6 , 02 Feb 1996 , R , Won 2 Oscars. Another 2 nominations. , Robert Downey Jr.  Sam Neill  David Thewlis  Polly Walker , https://m.media-amazon.com/images/M/MV5BZmQwODk5ZGItMDk5OS00MjU4LTgyYmUtYTBiMTFhYWM5MDY4XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg
Mr. Willowby's Christmas Tree , movie , USA , Jon Stone , English , A single Christmas tree becomes the source of cheer for the people and animals living around Mr. Willowby's estate. Based on the children's book of the same name. , N/A , Short  Comedy , 6.4 , 06 Dec 1995 , N/A , Nominated for 1 Primetime Emmy. Another 1 win. , Robert Downey Jr.  Stockard Channing  Leslie Nielsen  Kevin Clash , https://m.media-amazon.com/images/M/MV5BYjFiYWEzMzctMWZhYy00NWUxLWExMGEtY2E3ZTJkMWZmY2E2XkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_SX300.jpg
Home for the Holidays , movie , USA , Jodie Foster , English , After losing her job  making out with her soon-to-be former boss  and finding out that her daughter plans to spend Thanksgiving with her boyfriend  Claudia Larson faces spending the holiday with her family. , 56 , Comedy  Drama  Romance , 6.6 , 03 Nov 1995 , PG-13 , 2 nominations. , Holly Hunter  Robert Downey Jr.  Anne Bancroft  Charles Durning , https://m.media-amazon.com/images/M/MV5BMjVlYTQ4NjgtZWQxMS00ZmQ0LTg4M2QtOGE0ZmJiNDhkMzI4XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg
Richard III , movie , UK  USA , Richard Loncraine , English , The classic Shakespearean play about a murderously scheming King staged in an alternative fascist England setting. , N/A , Drama  Sci-Fi  War , 7.4 , 29 Dec 1995 , R , Nominated for 2 Oscars. Another 7 wins & 10 nominations. , Christopher Bowen  Edward Jewesbury  Ian McKellen  Bill Paterson , https://m.media-amazon.com/images/M/MV5BOWI3NjhhZDItNWQ2NS00Zjg0LWIzMjctNzY0MjRmNzkyYzVmXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg
Only You , movie , USA  Italy , Norman Jewison , English  Italian , As a teen  Faith was told that her destiny is a man named Damon Bradley. Years later - Faith is about to marry another man - a Damon Bradley calls to wish them all the best. Faith blows off the wedding and follows Damon to Italy. , N/A , Comedy  Romance , 6.5 , 07 Oct 1994 , PG , N/A , Marisa Tomei  Robert Downey Jr.  Bonnie Hunt  Joaquim de Almeida , https://m.media-amazon.com/images/M/MV5BOTVkMmE1YWUtM2QwZi00OTJhLWIyYzMtOWQwNmI2MzE2NzE0XkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_SX300.jpg
Natural Born Killers , movie , USA , Oliver Stone , English  Navajo  Japanese , Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media. , 74 , Action  Crime  Drama , 7.3 , 26 Aug 1994 , R , Nominated for 1 Golden Globe. Another 5 wins & 9 nominations. , Woody Harrelson  Juliette Lewis  Tom Sizemore  Rodney Dangerfield , https://m.media-amazon.com/images/M/MV5BMTI2NTU2Nzc0MV5BMl5BanBnXkFtZTcwMzY1OTM2MQ@@._V1_SX300.jpg
Hail Caesar , movie , USA , Anthony Michael Hall , English , Caesar is a would-be rock star. But for now  he works at a pencil eraser factory. Soon he falls in love with the owner's daughter. In order to get her  he bets with the old man that he can ... , N/A , Comedy , 3.2 , 11 May 1994 , PG , N/A , Anthony Michael Hall  Bobbie Phillips  Leslie Danon  Nicholas Pryor , https://m.media-amazon.com/images/M/MV5BMjAxNTUzMTc0NV5BMl5BanBnXkFtZTcwMTM1MjYyMQ@@._V1_SX300.jpg
Short Cuts , movie , USA , Robert Altman , English , The day-to-day lives of several suburban Los Angeles residents. , 79 , Comedy  Drama , 7.7 , 01 Oct 1993 , R , Nominated for 1 Oscar. Another 17 wins & 17 nominations. , Andie MacDowell  Bruce Davison  Jack Lemmon  Zane Cassidy , https://m.media-amazon.com/images/M/MV5BZWY0ODc2NDktYmYxNS00MGZiLTk5YjktZjgwZWFhNDQ0MzNhXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg
Heart and Souls , movie , USA , Ron Underwood , English , An unhappy businessman finds a new sense of purpose after he's tasked with helping a quartet of ghosts fulfill their last wishes before moving on to the afterlife. , N/A , Comedy  Drama  Fantasy  Romance , 6.9 , 13 Aug 1993 , PG-13 , 1 win & 10 nominations. , Robert Downey Jr.  Charles Grodin  Alfre Woodard  Kyra Sedgwick , https://m.media-amazon.com/images/M/MV5BZDAxMWY4N2ItOWI5ZS00Zjg5LWE0YWYtZDhjNDc1YjYxNjgxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
Chaplin , movie , UK  France  Italy  Japan  USA , Richard Attenborough , English , A movie about the troubled and controversial life of the master comedy filmmaker Charlie Chaplin. , 47 , Biography  Comedy  Drama , 7.6 , 08 Jan 1993 , PG-13 , Nominated for 3 Oscars. Another 3 wins & 16 nominations. , Robert Downey Jr.  Geraldine Chaplin  Paul Rhys  John Thaw , https://m.media-amazon.com/images/M/MV5BZGQ3ZjI3NjgtMjU4OS00OTBiLWE4YmUtYWY4ZTljNTlkNGNjXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg
Soapdish , movie , USA , Michael Hoffman , English , An ambitious television soap actress connives with her producer to scuttle the career of the show's long-time star  but nothing works as they plan. , 65 , Comedy  Romance , 6.6 , 31 May 1991 , PG-13 , N/A , Cathy Moriarty  Teri Hatcher  Robert Downey Jr.  Sally Field , https://m.media-amazon.com/images/M/MV5BZjc1Y2ZlNDktNmQzOC00ZTA0LThlNTAtMjNlODVmMzA1MzQ4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg
Too Much Sun , movie , USA , Robert Downey Sr. , English , A multimillionaire  whose son and daughter are both gay  leaves a will with one clause: His children will inherit his money only if at least one of them produces him a grandchild within a year of his death. , N/A , Comedy , 4.1 , 25 Jan 1991 , R , N/A , Allan Arbus  Robert Downey Jr.  Howard Duff  Laura Ernst , https://m.media-amazon.com/images/M/MV5BNDIxMTU1MTA4NV5BMl5BanBnXkFtZTcwMjk3NDAyMQ@@._V1_SX300.jpg
Air America , movie , USA , Roger Spottiswoode , English  Lao , A young pilot finds himself recruited unwittingly into a covert and corrupt C.I.A. airlift organization operating in Vietnam War-era Laos. , 33 , Action  Comedy  War , 5.8 , 10 Aug 1990 , R , 1 nomination. , Mel Gibson  Robert Downey Jr.  Nancy Travis  Ken Jenkins , https://m.media-amazon.com/images/M/MV5BNDRiNzdlYzUtNzIxMy00OGI4LThlNjQtNTI3Njg5NjVlOWJkL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg
Chances Are , movie , USA , Emile Ardolino , English , A reincarnated man unknowingly falls in love with his own daughter from his previous life. Once he realizes this  he tries to end their relationship before angels erase his memory. , 62 , Comedy  Fantasy  Romance , 6.5 , 10 Mar 1989 , PG , Nominated for 1 Oscar. Another 1 win & 1 nomination. , Cybill Shepherd  Robert Downey Jr.  Ryan O'Neal  Mary Stuart Masterson , https://m.media-amazon.com/images/M/MV5BMTA2MDEzNDQxOTZeQTJeQWpwZ15BbWU4MDYxMDIxMjAx._V1_SX300.jpg
True Believer , movie , USA , Joseph Ruben , English , A cynical former civil liberties attorney now reduced to "specializing" in defending drug dealers becomes transformed by an eight-year-old murder case. , N/A , Crime  Drama , 6.7 , 17 Feb 1989 , R , 1 win & 1 nomination. , James Woods  Robert Downey Jr.  Margaret Colin  Yuji Okumoto , https://m.media-amazon.com/images/M/MV5BZjA1ZDI5ZTQtMjBkZC00ZTc0LThlODEtY2VmNzE0YTBlZmRkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
That's Adequate , movie , USA , Harry Hurwitz , English , Fake documentary about a fictional Hollywood film studio. , N/A , Comedy , 4.9 , 01 Jan 1990 , R , 1 nomination. , Tony Randall  James Coco  Jerry Stiller  Anne Meara , https://m.media-amazon.com/images/M/MV5BM2FkYzE3NmMtZTRlMi00NTBjLWEyMDYtN2Q1MGM0NDk5YTY5XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg
1969 , movie , USA , Ernest Thompson , English , Two friends living in a small town during the 1960s  run away to enjoy their freedom during the Vietnam War  thus disappointing the father of one of them. When they return to town  they realize the importance of family unity. , N/A , Drama  War , 5.8 , 18 Nov 1988 , R , 1 nomination. , Robert Downey Jr.  Kiefer Sutherland  Bruce Dern  Mariette Hartley , https://m.media-amazon.com/images/M/MV5BNTA3MDY1OWYtMTA3Yi00Y2FmLTgyYzUtOTljMDFjMjk5MjdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
Rented Lips , movie , USA , Robert Downey Sr. , English , A documentary filmmaker  who has spent the last 15 years making films like "Aluminum: Our Shiny Friend " is finally given the chance to make the documentary on Indian farming he has always ... , N/A , Comedy , 3.7 , 01 Jul 1988 , R , N/A , Martin Mull  Dick Shawn  Jennifer Tilly  Kenneth Mars , https://m.media-amazon.com/images/M/MV5BOTgzMzI3NjQ1OF5BMl5BanBnXkFtZTYwMTc5MTc4._V1_SX300.jpg
Johnny Be Good , movie , USA , Bud S. Smith , English , Johnny's the top high school football player and many colleges want him. His girlfriend  coach and BFF want him in the college serving themselves most. , 10 , Comedy  Sport , 4.6 , 25 Mar 1988 , R , 1 nomination. , Anthony Michael Hall  Robert Downey Jr.  Paul Gleason  Uma Thurman , https://m.media-amazon.com/images/M/MV5BNjkyMGJhODMtMTU3Ni00OGFlLTkwOGYtNzQ1YjhmMDYwMjgyXkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_SX300.jpg
Less Than Zero , movie , USA , Marek Kanievska , English  Spanish , A college freshman returns to L.A. for the holidays at his ex-girlfriend's request  but discovers that his former best friend has an out-of-control drug habit. , 49 , Crime  Drama , 6.4 , 06 Nov 1987 , R , 1 nomination. , Andrew McCarthy  Jami Gertz  Robert Downey Jr.  James Spader , https://m.media-amazon.com/images/M/MV5BODk5NzQ1NDk1Nl5BMl5BanBnXkFtZTgwODI1NjcxMTE@._V1_SX300.jpg
The Pick-up Artist , movie , USA , James Toback , English , A womanizer meets his match when he falls for a woman in debt to the mafia. , 47 , Comedy  Crime  Drama  Romance , 5.3 , 18 Sep 1987 , PG-13 , N/A , Molly Ringwald  Robert Downey Jr.  Dennis Hopper  Danny Aiello , https://m.media-amazon.com/images/M/MV5BZjkwZmI3NzgtMTNlMS00NTRmLWJhOTUtY2Y5YzgzM2FjMGJmXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg
America , movie , USA , Robert Downey Sr. , English , The zany crew of a New York cable television station accidentally bounce a signal off the moon  bringing them worldwide attention. , N/A , Comedy , 4.7 , 01 Oct 1986 , R , N/A , Zack Norman  Tammy Grimes  Michael J. Pollard  Richard Belzer , https://m.media-amazon.com/images/M/MV5BYTVjZTM2OGUtMWQwMy00MWZiLWE1ZTktNGRiMDJhMWNiNTFjXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg
Back to School , movie , USA , Alan Metter , English , To help his discouraged son get through college  a funloving and obnoxious rich businessman decides to enter the school as a student himself. , 68 , Comedy  Romance  Sport , 6.6 , 13 Jun 1986 , PG-13 , 1 win & 2 nominations. , Rodney Dangerfield  Sally Kellerman  Burt Young  Keith Gordon , https://m.media-amazon.com/images/M/MV5BMTYxMTIyOTM1MF5BMl5BanBnXkFtZTcwNzQ0MTcyNA@@._V1_SX300.jpg
Saturday Night Live , series , USA , N/A , English , A famous guest host stars in parodies and sketches created by the cast of this witty show. , N/A , Comedy  Music , 8.1 , 11 Oct 1975 , TV-14 , Won 71 Primetime Emmys. Another 90 wins & 429 nominations. , Don Pardo  Lenny Pickett  Darrell Hammond  Kenan Thompson , https://m.media-amazon.com/images/M/MV5BY2YxODFmOGUtMjY1OC00YTk5LTlkNWEtMzU5MWYxNTgwNzkxXkEyXkFqcGdeQXVyODUxOTU0OTg@._V1_SX300.jpg
Deadwait , movie , USA , Sam Hurwitz , English , N/A , N/A , Short , 5.9 , N/A , N/A , N/A , Robert Downey Jr.  Leslie Durnin  Donnie Kehr , N/A
Mussolini: The Untold Story , series , Yugoslavia  USA , N/A , English , The rise and fall of the Italian fascist dictator  Benito Mussolini. , N/A , Drama , 7.4 , 24 Nov 1985 , UNRATED , Nominated for 2 Primetime Emmys. Another 1 nomination. , George C. Scott  David Suchet , https://m.media-amazon.com/images/M/MV5BMTU5OTczMDE2MV5BMl5BanBnXkFtZTcwMjgzMzMzMQ@@._V1_SX300.jpg
Weird Science , movie , USA , John Hughes , English , Two high school nerds use a computer program to literally create the perfect woman  but she turns their lives upside down. , 46 , Comedy  Romance  Sci-Fi , 6.6 , 02 Aug 1985 , PG-13 , 1 nomination. , Anthony Michael Hall  Kelly LeBrock  Ilan Mitchell-Smith  Bill Paxton , https://m.media-amazon.com/images/M/MV5BMTEwMTU1YjMtMjc0OS00NjZiLTk1MGMtNzhkODI0ZDFjNGI2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
Girls Just Want to Have Fun , movie , USA , Alan Metter , English , Janey is new in town and soon meets Lynne  who shares her passion for dancing in general and "Dance TV" in particular. , 56 , Comedy  Music  Romance , 6.0 , 12 Apr 1985 , PG , N/A , Biff Yeager  Kristi Somers  Richard Blade  Ian Michael Giatti , https://m.media-amazon.com/images/M/MV5BNDRkMDU5YTctYTI2OS00YjBhLTk2MmItMjJiMWM2NjkwYmJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Tuff Turf , movie , USA , Fritz Kiersch , English , The new kid in school must battle a gang of street toughs after stealing the gang leader's girl. , 37 , Action  Comedy  Drama , 6.2 , 11 Jan 1985 , R , 1 win. , James Spader  Kim Richards  Paul Mones  Matt Clark , https://m.media-amazon.com/images/M/MV5BM2NmYzE2OGItZTI1Ni00YjcyLWEzM2UtMDAzODYzNzRmYmIwXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
Firstborn , movie , USA , Michael Apted , English , A teen must protect his family when his mother's sinister new boyfriend begins exerting his authority in their home. , 56 , Drama  Thriller , 6.3 , 26 Oct 1984 , PG-13 , 1 nomination. , Teri Garr  Peter Weller  Christopher Collet  Corey Haim , https://m.media-amazon.com/images/M/MV5BZjcyOTcwMDEtOGFmYy00YTUyLTk5OTctNTliYjBkYjYxOGEyXkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_SX300.jpg
Baby It's You , movie , USA , John Sayles , English , In a 1966 New Jersey high school  Jill and new student Sheik from the other side of the tracks make their way in a first love romance. , N/A , Comedy  Drama  Romance , 6.3 , 04 Mar 1983 , R , 1 win. , Rosanna Arquette  Vincent Spano  Joanna Merlin  Jack Davidson , https://m.media-amazon.com/images/M/MV5BODhlOWM5NDktMDQ0Zi00NmM3LTg5NmUtY2RiYmZlMTdiZWZmXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
Up the Academy , movie , USA , Robert Downey Sr. , English , This puber-comedy is a kind of mixture between "Animal House" and "Police Academy". Four boys are sent  for different reasons  to the Sheldon R. Wienberg Military Academy. The life of ... , 29 , Comedy , 4.7 , 06 Jun 1980 , R , 3 nominations. , Wendell Brown  Tommy Citera  Hutch Parker  Ralph Macchio , https://m.media-amazon.com/images/M/MV5BMjNkY2RiMDItYmRlMS00MzYyLWJmZGMtYWVhYjViODcyMjNiXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
Greaser's Palace , movie , USA , Robert Downey Sr. , English , A parable based on the life of Christ. This ain't your father's Bible story  full of references about the destruction of the world through massive constipation and a New Mexican setting. , N/A , Comedy  Western , 5.9 , 08 Nov 1973 , TV-MA , N/A , Albert Henderson  Michael Sullivan  Luana Anders  George Morgan , https://m.media-amazon.com/images/M/MV5BMTYzMjAzOTQ4OF5BMl5BanBnXkFtZTcwNDgwOTcxMQ@@._V1_SX300.jpg
Pound , movie , USA , Robert Downey Sr. , English , In a pound  eighteen dogs wait to be adopted. , N/A , Fantasy , 6.5 , N/A , X , N/A , Joe Madden  James Green  Mariclare Costello  L. Errol Jaye , https://m.media-amazon.com/images/M/MV5BNjIzOTM1NDYxOF5BMl5BanBnXkFtZTgwODgzNjIxMzE@._V1_SX300.jpg
A Head Full of Ghosts , movie , USA , N/A , N/A , Life for a suburban New England family is turned upside-down after their son begins showing signs of schizophrenia  while they become the subject of a reality TV show. , N/A , Drama  Thriller , N/A , N/A , N/A , N/A , N/A , N/A
Constance , movie , USA , Jesse Peretz , English , A former beauty queen living in a small town is forced to reinvent herself after her husband's death puts her in financial trouble. , N/A , N/A , N/A , N/A , N/A , N/A , Elisabeth Shue  Penelope Kathryn Golden  Kevin Dunn  Sharon Gless , N/A
Perry Mason , movie , USA , N/A , N/A , Set in booming 1932 Los Angeles  a down-and-out Perry Mason take on the case of a lifetime. , N/A , Crime  Drama , N/A , N/A , N/A , N/A , Matthew Rhys , N/A
The Age of A.I. , series , USA  Canada , N/A , English , The Age of A.I. is a 8 part documentary series hosted by Robert Downey Jr. covering the ways Artifial Intelligence  Machine Learning and Neural Networks will change the world. , N/A , Documentary , 7.7 , 18 Dec 2019 , N/A , N/A , Robert Downey Jr. , https://m.media-amazon.com/images/M/MV5BMmE3Y2M4YzYtOWRhZS00OTA2LTgyZDUtYTA4MTBkNTRmNThiXkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_SX300.jpg
Dolittle , movie , USA , Stephen Gaghan , English , A physician discovers that he can talk to animals. , 27 , Action  Adventure  Comedy  Family  Fantasy , 5.6 , 17 Jan 2020 , PG , N/A , Robert Downey Jr.  Antonio Banderas  Michael Sheen  Jim Broadbent , https://m.media-amazon.com/images/M/MV5BMDNkODA5ZGQtODczOS00OTQxLThhMTItMjk0ZmNhMDM0YjNmXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg
Playing It Forward: Imagine Dragons , movie , USA , Matthew Ogens , English , Playing It Forward is a series of unannounced  "busking" style street performances by superstar artists to raise money and awareness for music education in public schools. , N/A , Music , 6.6 , 21 Nov 2014 , N/A , N/A , N/A , https://m.media-amazon.com/images/M/MV5BNzNhNDA4M2UtZDM2YS00MTVlLTk0ODMtYWQ3NzYyZTA4NDI2XkEyXkFqcGdeQXVyMTQzMDY1MjY@._V1_SX300.jpg
The Judge , movie , USA , David Dobkin , English , Big-city lawyer Hank Palmer returns to his childhood home where his father  the town's judge  is suspected of murder. Hank sets out to discover the truth and  along the way  reconnects with his estranged family. , 48 , Crime  Drama , 7.4 , 10 Oct 2014 , R , Nominated for 1 Oscar. Another 3 wins & 8 nominations. , Robert Downey Jr.  Robert Duvall  Vera Farmiga  Billy Bob Thornton , https://m.media-amazon.com/images/M/MV5BMTcyNzIxOTIwMV5BMl5BanBnXkFtZTgwMzE0NjQwMjE@._V1_SX300.jpg
Playing It Forward: John Legend , movie , USA , Kenn MacRae , English , N/A , N/A , Short  Music , N/A , 18 Dec 2013 , N/A , N/A , Imagine Dragons  John Legend , N/A
A Guide to Recognizing Your Saints , movie , USA , Dito Montiel , English  Spanish , The movie is a coming-of-age drama about a boy growing up in Astoria  New York during the 1980s. As his friends end up dead  on drugs  or in prison. He comes to believe he has been saved from their fates by various so-called saints. , 67 , Crime  Drama , 7.0 , 13 Oct 2006 , R , 7 wins & 9 nominations. , Dianne Wiest  Robert Downey Jr.  Shia LaBeouf  Melonie Diaz , https://m.media-amazon.com/images/M/MV5BMjAxNzMzNzkyOF5BMl5BanBnXkFtZTYwMzM2ODc3._V1_SX300.jpg
The Tonight Show Starring Jimmy Fallon , series , USA , N/A , English , Jimmy Fallon hosts the Tonight Show and interviews celebrities  plays games with them and has a musical or comedic guest perform. , N/A , Comedy  Music  Talk-Show , 7.4 , 17 Feb 2014 , TV-14 , Won 2 Primetime Emmys. Another 7 wins & 30 nominations. , Jimmy Fallon  The Roots  Steve Higgins , https://m.media-amazon.com/images/M/MV5BOGExZGZkMTQtMDBhMy00ZDExLWFkMjktMDU4YzJmNzJjNTdmXkEyXkFqcGdeQXVyODUxOTU0OTg@._V1_SX300.jpg
Just Go with It , movie , USA , Dennis Dugan , English , On a weekend trip to Hawaii  a plastic surgeon convinces his loyal assistant to pose as his soon-to-be-divorced wife in order to cover up a careless lie he told to his much-younger girlfriend. , 33 , Comedy  Romance , 6.4 , 11 Feb 2011 , PG-13 , 5 wins & 11 nominations. , Adam Sandler  Jennifer Aniston  Nicole Kidman  Nick Swardson , https://m.media-amazon.com/images/M/MV5BMTM3MzM3NDE5MV5BMl5BanBnXkFtZTcwNDE5MTUxNA@@._V1_SX300.jpg
Kiss Kiss Bang Bang , movie , USA , Shane Black , English , A murder mystery brings together a private eye  a struggling actress  and a thief masquerading as an actor. , 72 , Action  Comedy  Crime  Mystery  Thriller , 7.5 , 18 Nov 2005 , R , 5 wins & 16 nominations. , Robert Downey Jr.  Val Kilmer  Michelle Monaghan  Corbin Bernsen , https://m.media-amazon.com/images/M/MV5BMTY5NDExMDA3M15BMl5BanBnXkFtZTYwNTc2MzA3._V1_SX300.jpg
The Singing Detective , movie , USA , Keith Gordon , English , From his hospital bed  a writer suffering from a skin disease hallucinates musical numbers and paranoid plots. , 45 , Comedy  Crime  Musical  Mystery , 5.5 , 14 Nov 2003 , R , 1 win & 3 nominations. , Robert Downey Jr.  Robin Wright  Mel Gibson  Jeremy Northam , https://m.media-amazon.com/images/M/MV5BMjE0NTExOTA2Ml5BMl5BanBnXkFtZTcwOTIyNTAwMQ@@._V1_SX300.jpg
Ally McBeal , series , USA , N/A , English , Follows the personal and professional life of lawyer Ally. , N/A , Comedy  Drama  Fantasy  Music  Romance , 6.8 , 08 Sep 1997 , TV-PG , Won 4 Golden Globes. Another 39 wins & 115 nominations. , Calista Flockhart  Greg Germann  Jane Krakowski  Vonda Shepard , https://m.media-amazon.com/images/M/MV5BMTg1NTI0MTUxMl5BMl5BanBnXkFtZTcwODE1MzgyMQ@@._V1_SX300.jpg
Friends & Lovers , movie , USA , George Haas , English , Friends for ten years  a group of twenty-somethings head for the ski slopes as guests of Ian's father. (Ian and dad are estranged because dad worked too many hours when Ian was a lad.) Dad ... , N/A , Drama  Romance  Comedy , 4.5 , 16 Apr 1999 , R , N/A , Stephen Baldwin  Danny Nucci  George Newbern  Alison Eastwood , https://m.media-amazon.com/images/M/MV5BMjEzMDExNzU3MF5BMl5BanBnXkFtZTcwNzM3NTc0MQ@@._V1._CR21 16 317 460_SY132_CR1 0 89 132_AL_.jpg_V1_SX300.jpg
Two Girls and a Guy , movie , USA , James Toback , English , 2 girls wait outside a young actor's door and find out he's had them both as "only" girlfriend the last 10 months. They wait inside after breaking in. When Blake comes home he just can't stop lying but they stay. , 66 , Comedy  Drama , 5.5 , 24 Apr 1998 , R , N/A , Natasha Gregson Wagner  Heather Graham  Angel David  Frederique Van Der Wal , https://m.media-amazon.com/images/M/MV5BMTQ1MDIzNjMzMV5BMl5BanBnXkFtZTcwNTY0NDkxMQ@@._V1_SX300.jpg
Heart and Souls , movie , USA , Ron Underwood , English , An unhappy businessman finds a new sense of purpose after he's tasked with helping a quartet of ghosts fulfill their last wishes before moving on to the afterlife. , N/A , Comedy  Drama  Fantasy  Romance , 6.9 , 13 Aug 1993 , PG-13 , 1 win & 10 nominations. , Robert Downey Jr.  Charles Grodin  Alfre Woodard  Kyra Sedgwick , https://m.media-amazon.com/images/M/MV5BZDAxMWY4N2ItOWI5ZS00Zjg5LWE0YWYtZDhjNDc1YjYxNjgxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
Too Much Sun , movie , USA , Robert Downey Sr. , English , A multimillionaire  whose son and daughter are both gay  leaves a will with one clause: His children will inherit his money only if at least one of them produces him a grandchild within a year of his death. , N/A , Comedy , 4.1 , 25 Jan 1991 , R , N/A , Allan Arbus  Robert Downey Jr.  Howard Duff  Laura Ernst , https://m.media-amazon.com/images/M/MV5BNDIxMTU1MTA4NV5BMl5BanBnXkFtZTcwMjk3NDAyMQ@@._V1_SX300.jpg
The Last Party , movie , USA , Mark Benjamin  Marc Levin , English , Robert Downey  Jr. gives reports and interviews with other stars in this documentary about the Democratic National Convention in 1992. , N/A , Documentary  History , 5.8 , 27 Aug 1993 , R , N/A , Robert Downey Jr.  Bill Clinton  Ann Palmer  Hilary Anderson , https://m.media-amazon.com/images/M/MV5BMjE1MDE5MTE2OV5BMl5BanBnXkFtZTcwOTAxNzUyMQ@@._V1_SX300.jpg
Dizzy Pursuit , movie , USA , Jay Alvarez , English , N/A , N/A , Comedy , N/A , 01 Dec 2017 , N/A , N/A , Jay Alvarez  Megan Kopp , N/A
Marvel Studios: Assembling a Universe , movie , USA , N/A , English , A look at the story behind Marvel Studios and the Marvel Cinematic Universe  featuring interviews and behind-the-scenes footage from all of the Marvel films  the Marvel One-Shots and "Marvel's Agents of S.H.I.E.L.D." , N/A , Documentary  History , 7.7 , 18 Mar 2014 , TV-PG , N/A , Axel Alonso  Victoria Alonso  Hayley Atwell  Jeffrey Bell , https://m.media-amazon.com/images/M/MV5BNTAzNzAwZDktOThhZC00NWZmLTg2MGItMDY1MDQ4OWQ4Yjc3XkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_SX300.jpg
International Relations Theory Illustrated #1 Realism , movie , Ukraine , Kate Zhuchenko  Nikolay Yeriomin , English , Surreal and humorous  yet informative take on International Relations theory  based on comics by Michael Baylis. , N/A , Animation  Short  Comedy , N/A , 13 Nov 2012 , N/A , N/A , Kate Zhuchenko  Yaroslav Kozak  Irina Yuriivna Buchanets  Yuliya Skakun , N/A
A Backyard Story , movie , Germany , Falk Schultz , German , N/A , N/A , Drama , 8.0 , N/A , N/A , N/A , Matt Zemlin  Tyron Watzinger  Cosma Dujat  Ralf Bode , N/A
Tropic Thunder: Rain of Madness , movie , USA , N/A , English , A behind-the-scenes mockumentary of Tropic Thunder (2008). , N/A , Short  Comedy , 7.3 , 01 Aug 2008 , Not Rated , N/A , Jack Black  Steve Coogan  Robert Downey Jr.  Bill Hader , https://m.media-amazon.com/images/M/MV5BMTc2ODI3ODU2OF5BMl5BanBnXkFtZTcwOTk5NTEzMg@@._V1_SX300.jpg
