Title , Type , Country Origin , Director , Languages , Plot , Metascore , Genre , Rating  , Relese Date , Rated , Awards , Actors , Poster link
The Men Who Built America: Frontiersmen , series , USA , N/A , English , A look at the lives of iconic pioneers such as Daniel Boone  Lewis and Clark  Tecumseh  Davy Crocket and Andrew Jackson as they traveled across America. , N/A , History , 7.9 , 07 Mar 2018 , TV-PG , N/A , Andrew Robertt  Robert I. Mesa  Ben Woollen , https://m.media-amazon.com/images/M/MV5BY2Y0NzI0OTctNGI1Ny00OGU4LTllYTctNWI4ZTFiMWQwOWFmXkEyXkFqcGdeQXVyMzc1ODkzNTA@._V1_SX300.jpg
Fire Chasers , series , USA , N/A , English , As the 2016 fire season rages in California  The brave backcountry firefighters race to put out the flames  save lives and protect homes in this docuseries. , N/A , Documentary , 6.6 , 08 Sep 2017 , N/A , N/A , N/A , https://m.media-amazon.com/images/M/MV5BNmQwZWQ0OWYtMDEyOS00NjQ3LWEwY2YtNjZkOWVmOWJlY2YzXkEyXkFqcGdeQXVyMjY0OTI5NTM@._V1_SX300.jpg
Live by Night , movie , USA , Ben Affleck , English  Spanish , A group of Boston-bred gangsters set up shop in balmy Florida during the Prohibition era  facing off against the competition and the Ku Klux Klan. , 49 , Action  Crime  Drama  Thriller , 6.4 , 13 Jan 2017 , R , 3 nominations. , Ben Affleck  Elle Fanning  Remo Girone  Brendan Gleeson , https://m.media-amazon.com/images/M/MV5BMjc3MDIyMjgzNl5BMl5BanBnXkFtZTgwMzUxOTg3MDI@._V1_SX300.jpg
A Plastic Ocean , movie , UK  Hong Kong , Craig Leeson , English , A PLASTIC OCEAN begins when journalist Craig Leeson  searching for the elusive blue whale  discovers plastic waste in what should be pristine ocean. In this adventure documentary  Craig ... , N/A , Documentary , 8.0 , 19 Apr 2017 , N/A , 2 wins. , David Attenborough  Sylvia Earle  Ben Fogle  Craig Leeson , https://m.media-amazon.com/images/M/MV5BMTk5MTU0MTA2OF5BMl5BanBnXkFtZTgwMzQ3MjQ5MDI@._V1_SX300.jpg
Before the Flood , movie , USA , Fisher Stevens , English , A look at how climate change affects our environment and what society can do to prevent the demise of endangered species  ecosystems and native communities across the planet. , 63 , Documentary , 8.3 , 30 Oct 2016 , PG , 2 wins & 7 nominations. , Leonardo DiCaprio  Ki-moon Ban  Alejandro G. I��rritu  Mike Brune , https://m.media-amazon.com/images/M/MV5BNDE3ODQxMjY4NF5BMl5BanBnXkFtZTgwNzU1Mzk5OTE@._V1_SX300.jpg
The Ivory Game , movie , Austria , Kief Davidson  Richard Ladkani , English , Wildlife activists in take on poachers in an effort to end illegal ivory trade in Africa. , 73 , Documentary , 7.9 , 04 Nov 2016 , N/A , 8 wins & 7 nominations. , Andrea Crosta  Ian Stevenson  Prince William , https://m.media-amazon.com/images/M/MV5BNTY4OTQ3NDIwMF5BMl5BanBnXkFtZTgwOTk4MzkzMDI@._V1_SX300.jpg
Catching the Sun , movie , China  Germany  India  USA , Shalini Kantayya , English , An unemployed American worker  a Tea Party activist  and a Chinese solar entrepreneur race to lead the clean energy future. But who wins and who loses the battle for power in the 21st century? , N/A , Documentary  Drama  History  News , 6.7 , 01 Apr 2016 , Not Rated , 3 nominations. , N/A , https://m.media-amazon.com/images/M/MV5BM2Y3NDFjYjctNGMyNC00NDU3LWEyMTgtMDlkMTU4YWI4MjgyXkEyXkFqcGdeQXVyMjI5MjUyNDk@._V1_SX300.jpg
Cowspiracy: The Sustainability Secret , movie , USA , Kip Andersen(co-director)  Keegan Kuhn(co-director) , English , Follow the shocking  yet humorous  journey of an aspiring environmentalist  as he daringly seeks to find the real solution to the most pressing environmental issues and true path to sustainability. , N/A , Documentary , 8.3 , 15 Sep 2015 , Not Rated , N/A , Lisa Agabian  Manucher Alemi  Lindsey Allen  Kip Andersen , https://m.media-amazon.com/images/M/MV5BMTU5NzAyMzk1MF5BMl5BanBnXkFtZTgwODE3NjQyNTE@._V1_SX300.jpg
Virunga , movie , UK  Congo , Orlando von Einsiedel , English  French  Swahili , A team of brave individuals risk their lives to protect the last mountain gorillas. , 95 , Documentary  War , 8.3 , 07 Nov 2014 , Not Rated , Nominated for 1 Oscar. Another 18 wins & 24 nominations. , Andr� Bauma  Emmanuel de Merode  M�lanie Gouby  Rodrigue Mugaruka Katembo , https://m.media-amazon.com/images/M/MV5BMjI0NzE5Mzc5OF5BMl5BanBnXkFtZTgwODk3Njg0MzE@._V1_SX300.jpg
The Wolf of Wall Street , movie , USA , Martin Scorsese , English  French , Based on the true story of Jordan Belfort  from his rise to a wealthy stock-broker living the high life to his fall involving crime  corruption and the federal government. , 75 , Biography  Crime  Drama , 8.2 , 25 Dec 2013 , R , Nominated for 5 Oscars. Another 38 wins & 170 nominations. , Leonardo DiCaprio  Jonah Hill  Margot Robbie  Matthew McConaughey , https://m.media-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_SX300.jpg
Out of the Furnace , movie , UK  USA , Scott Cooper , English , When Rodney Baze mysteriously disappears and law enforcement doesn't follow through fast enough  his older brother  Russell  takes matters into his own hands to find justice. , 63 , Action  Crime  Drama  Thriller , 6.8 , 06 Dec 2013 , R , 2 wins & 9 nominations. , Woody Harrelson  Dendrie Taylor  Carl Ciarfalio  Nancy Mosser , https://m.media-amazon.com/images/M/MV5BMTc2MTQ4MDU4NV5BMl5BanBnXkFtZTgwOTU1ODgzMDE@._V1_SX300.jpg
Runner Runner , movie , USA , Brad Furman , English  Spanish , When a poor college student who cracks an online poker game goes bust  he arranges a face-to-face with the man he thinks cheated him  a sly offshore entrepreneur. , 36 , Crime  Thriller , 5.6 , 04 Oct 2013 , R , 2 nominations. , Justin Timberlake  Ben Affleck  Gemma Arterton  Anthony Mackie , https://m.media-amazon.com/images/M/MV5BNzVlOGZmNDAtY2MxZi00NzE1LWI2NTYtZTU2Yjk3ODk0ZmQxXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg
The Ides of March , movie , USA , George Clooney , English , An idealistic staffer for a new presidential candidate gets a crash course on dirty politics during his stint on the campaign trail. , 67 , Drama  Thriller , 7.1 , 07 Oct 2011 , R , Nominated for 1 Oscar. Another 9 wins & 34 nominations. , Ryan Gosling  George Clooney  Philip Seymour Hoffman  Paul Giamatti , https://m.media-amazon.com/images/M/MV5BNTU4MjkzNTY0OF5BMl5BanBnXkFtZTcwNDI5ODIxNg@@._V1_SX300.jpg
Red Riding Hood , movie , USA  Canada , Catherine Hardwicke , English , Set in a medieval village that is haunted by a werewolf  a young girl falls for an orphaned woodcutter  much to her family's displeasure. , 29 , Fantasy  Horror  Mystery  Romance  Thriller , 5.4 , 11 Mar 2011 , PG-13 , 5 nominations. , Amanda Seyfried  Gary Oldman  Billy Burke  Shiloh Fernandez , https://m.media-amazon.com/images/M/MV5BMTc4NjYyMzQ5MV5BMl5BanBnXkFtZTcwNjE5Mjc3NA@@._V1_SX300.jpg
Orphan , movie , USA  Canada  Germany , Jaume Collet-Serra , English  American Sign Language  Estonian , A husband and wife who recently lost their baby adopt a 9 year-old girl who is not nearly as innocent as she claims to be. , 42 , Horror  Mystery  Thriller , 6.9 , 24 Jul 2009 , R , 1 win & 7 nominations. , Vera Farmiga  Peter Sarsgaard  Isabelle Fuhrman  CCH Pounder , https://m.media-amazon.com/images/M/MV5BMTBjMjY0ODEtZGVkMy00MjUyLTlkMjAtNDBmNzVjOTk0NzQyXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg
Greensburg , series , USA , N/A , English , A reality series in which an American town is reconstructed as a green utopia of tomorrow. , N/A , Reality-TV , 8.2 , 15 Jun 2008 , N/A , 1 win. , Alanna Goodman , https://m.media-amazon.com/images/M/MV5BMTUxNjA3NTI0Nl5BMl5BanBnXkFtZTgwMjc2NzkwMzE@._V1_SX300.jpg
The 11th Hour , movie , USA , Leila Conners  Nadia Conners , English , A look at the state of the global environment including visionary and practical solutions for restoring the planet's ecosystems. , 63 , Documentary , 7.3 , 10 Oct 2007 , PG , 3 nominations. , Leonardo DiCaprio  Kenny Ausubel  Thom Hartmann  Wangari Maathai , https://m.media-amazon.com/images/M/MV5BMTc3MjE1NDc1MV5BMl5BanBnXkFtZTcwMzU0MDE1MQ@@._V1_SX300.jpg
Gardener of Eden , movie , USA , Kevin Connolly , English , Young man on the wrong track suddenly finds purpose and love when he captures a serial rapist. , N/A , Comedy  Drama , 6.3 , 20 Jun 2008 , R , 1 nomination. , Lukas Haas  Erika Christensen  Giovanni Ribisi  David Patrick Kelly , https://m.media-amazon.com/images/M/MV5BY2E4NzRiZTQtMjM3My00ZTA3LTg0MzctOTcyY2ZmZWM0NzcxXkEyXkFqcGdeQXVyMjM3ODA2NDQ@._V1_SX300.jpg
The Aviator , movie , Germany  USA , Martin Scorsese , English , A biopic depicting the early years of legendary Director and aviator Howard Hughes' career from the late 1920s to the mid 1940s. , 77 , Biography  Drama , 7.5 , 25 Dec 2004 , PG-13 , Won 5 Oscars. Another 81 wins & 130 nominations. , Leonardo DiCaprio  Cate Blanchett  Kate Beckinsale  John C. Reilly , https://m.media-amazon.com/images/M/MV5BZTYzMjA2M2EtYmY1OC00ZWMxLThlY2YtZGI3MTQzOWM4YjE3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
The Assassination of Richard Nixon , movie , USA  Mexico , Niels Mueller , English , Based on real life events  Assassination is set in 1974 and centers on a businessman who decides to take extreme measures to achieve his American dream. , 63 , Biography  Crime  Drama  History  Thriller , 7.0 , 22 Oct 2004 , R , 2 wins & 4 nominations. , Sean Penn  Naomi Watts  Don Cheadle  Jack Thompson , https://m.media-amazon.com/images/M/MV5BNDUxNzYxNjk5Nl5BMl5BanBnXkFtZTcwNDg5NTcyMQ@@._V1_SX300.jpg
Greensburg , series , USA , N/A , English , A reality series in which an American town is reconstructed as a green utopia of tomorrow. , N/A , Reality-TV , 8.2 , 15 Jun 2008 , N/A , 1 win. , Alanna Goodman , https://m.media-amazon.com/images/M/MV5BMTUxNjA3NTI0Nl5BMl5BanBnXkFtZTgwMjc2NzkwMzE@._V1_SX300.jpg
The 11th Hour , movie , USA , Leila Conners  Nadia Conners , English , A look at the state of the global environment including visionary and practical solutions for restoring the planet's ecosystems. , 63 , Documentary , 7.3 , 10 Oct 2007 , PG , 3 nominations. , Leonardo DiCaprio  Kenny Ausubel  Thom Hartmann  Wangari Maathai , https://m.media-amazon.com/images/M/MV5BMTc3MjE1NDc1MV5BMl5BanBnXkFtZTcwMzU0MDE1MQ@@._V1_SX300.jpg
Once Upon a Time... in Hollywood , movie , USA  UK  China , Quentin Tarantino , English  German  Italian  Spanish , A faded television actor and his stunt double strive to achieve fame and success in the film industry during the final years of Hollywood's Golden Age in 1969 Los Angeles. , 83 , Comedy  Drama , 7.7 , 26 Jul 2019 , R , Nominated for 10 Oscars. Another 108 wins & 298 nominations. , Leonardo DiCaprio  Brad Pitt  Margot Robbie  Emile Hirsch , https://m.media-amazon.com/images/M/MV5BOTg4ZTNkZmUtMzNlZi00YmFjLTk1MmUtNWQwNTM0YjcyNTNkXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_SX300.jpg
Titanic , movie , USA , James Cameron , English  Swedish  Italian , A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious  ill-fated R.M.S. Titanic. , 75 , Drama  Romance , 7.8 , 19 Dec 1997 , PG-13 , Won 11 Oscars. Another 114 wins & 83 nominations. , Leonardo DiCaprio  Kate Winslet  Billy Zane  Kathy Bates , https://m.media-amazon.com/images/M/MV5BMDdmZGU3NDQtY2E5My00ZTliLWIzOTUtMTY4ZGI1YjdiNjk3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg
SPF-18 , movie , USA , Alex Israel , English , 18-year-old Penny Cooper spent years pining for Johnny Sanders Jr.  but when a mysterious musician shows up on the beach  Penny is torn. , N/A , Romance , 3.3 , 29 Sep 2017 , PG-13 , N/A , Carson Meyer  Noah Centineo  Bianca A. Santos  Jackson White , https://m.media-amazon.com/images/M/MV5BNjUyYmRiZmItOTY4Zi00YjRkLWE3N2ItNzI2Zjc3OGVjMGEyXkEyXkFqcGdeQXVyNTQ3MjE4NTU@._V1_SX300.jpg
Don Jon , movie , USA , Joseph Gordon-Levitt , English , A New Jersey guy dedicated to his family  friends  and church  develops unrealistic expectations from watching porn and works to find happiness and intimacy with his potential true love. , 66 , Comedy  Drama  Romance , 6.5 , 27 Sep 2013 , R , 2 wins & 27 nominations. , Joseph Gordon-Levitt  Scarlett Johansson  Julianne Moore  Tony Danza , https://m.media-amazon.com/images/M/MV5BMTQxNTc3NDM2MF5BMl5BanBnXkFtZTcwNzQ5NTQ3OQ@@._V1_SX300.jpg
J. Edgar: A Complicated Man , movie , USA , N/A , English , The real story of J. Edgar Hoover  created as a bonus featurette for the international DVD/Blu-ray of the film J. Edgar (2011). , N/A , Documentary  Short  Biography , 7.3 , 21 Feb 2012 , N/A , N/A , Leonardo DiCaprio  Clint Eastwood  Armie Hammer  Naomi Watts , N/A
J. Edgar: The Most Powerful Man in the World , movie , USA , N/A , English , The real story of J. Edgar Hoover  created as a bonus featurette for the DVD/Blu-ray of the film J. Edgar (2011). , N/A , Documentary  Short  Biography , 6.6 , 21 Feb 2012 , N/A , N/A , Dustin Lance Black  Scott Nelson  Leonardo DiCaprio  Brian Grazer , N/A
Below the Line , movie , USA , John Larkin  Kevin Michael Murphy , English , A Mockumentary that follows a recent film school graduate (Gregory Rocco) who sets out to make his first legitimate short film. , N/A , Comedy , 8.0 , N/A , N/A , N/A , Michael Goldstein  Connor Hassler  Catherine Larkin  John Larkin , https://m.media-amazon.com/images/M/MV5BNDAwMzM4NTQzM15BMl5BanBnXkFtZTcwMTA4MzI0Ng@@._V1_SX300.jpg
Detachment , movie , USA , Tony Kaye , English , A substitute teacher who drifts from classroom to classroom finds a connection to the students and teachers during his latest assignment. , 52 , Drama , 7.7 , 01 Feb 2012 , Not Rated , 8 wins & 4 nominations. , Adrien Brody  Marcia Gay Harden  James Caan  Christina Hendricks , https://m.media-amazon.com/images/M/MV5BMTM3NzQzMDA5Ml5BMl5BanBnXkFtZTcwODA5NTcyNw@@._V1_SX300.jpg
Dreams: Cinema of the Subconscious , movie , USA , Roko Belic , English , N/A , N/A , Documentary , 7.9 , 07 Dec 2010 , N/A , N/A , Joseph Gordon-Levitt  William C. Dement  Jayne Gackenbach  Deirdre Barrett , https://m.media-amazon.com/images/M/MV5BZGUxNzRjZmUtNGFmOC00YzM5LTk5M2EtM2E4NzhiMDdjZmNiXkEyXkFqcGdeQXVyODQwMzQ2MDk@._V1_SX300.jpg
The Rooneys , movie , USA , Chuck Williams , English , N/A , N/A , Short , 7.8 , 01 Jan 2010 , N/A , N/A , Christina Aber  Christopher Aber  Maud Adams  Pat Boone , N/A
Bad Santa , movie , Germany  USA , Terry Zwigoff , English , A miserable conman and his partner pose as Santa and his Little Helper to rob department stores on Christmas Eve. But they run into problems when the conman befriends a troubled kid. , 70 , Comedy  Crime  Drama , 7.0 , 26 Nov 2003 , R , Nominated for 1 Golden Globe. Another 1 win & 11 nominations. , Billy Bob Thornton  Tony Cox  Brett Kelly  Lauren Graham , https://m.media-amazon.com/images/M/MV5BMjA4Njg1MDcwN15BMl5BanBnXkFtZTYwMzAxNjM3._V1_SX300.jpg
AFI's 100 Years... 100 Passions: America's Greatest Love Stories , movie , USA , Gary Smith , English , A look at one hundred years of romance in American cinema. , N/A , Documentary , 5.9 , 11 Jun 2002 , N/A , Won 1 Primetime Emmy. Another 1 nomination. , Richard Benjamin  Candice Bergen  Honor Blackman  Peter Bogdanovich , N/A
The Oscars , movie , USA , Glenn Weiss , English , The 92nd Academy Awards for film achievements in 2019 are presented by the Academy of Motion Picture Arts and Sciences. , N/A , Music , 6.7 , 09 Feb 2020 , TV-14 , N/A , Margot Robbie  Florence Pugh  Taika Waititi  George MacKay , https://m.media-amazon.com/images/M/MV5BMjQ0M2Q4YmQtNTRkNS00ZjFkLWI4ZWMtZjc2Njg3MzEwZGY4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_SX300.jpg
Entertainment Tonight , series , USA , N/A , English , "Entertainment Tonight" is the #1 syndicated entertainment newsmagazine in the world. , N/A , News , 3.8 , 14 Sep 1981 , N/A , Nominated for 18 Primetime Emmys. Another 4 wins & 3 nominations. , Nancy O'Dell  Kevin Frazier  Mark Steines  Nischelle Turner , https://m.media-amazon.com/images/M/MV5BZmZkYmQ4YzQtYTVjZS00YTkxLWI4MTMtMDMwZDFhZjBkMGRiXkEyXkFqcGdeQXVyMTY2MzYyNzA@._V1_SX300.jpg
The 26th Annual Screen Actors Guild Awards , movie , USA , Alan Carter , English , N/A , N/A , News , N/A , 19 Jan 2020 , N/A , N/A , Phoebe Waller-Bridge  Leonardo DiCaprio  Robert De Niro  Millie Bobby Brown , N/A
Made in Hollywood , series , USA , N/A , English , "MADE IN HOLLYWOOD"  is an inventive behind-the-screen entertainment news  headline; magazine-styled series  featuring exclusive celebrity interviews with Hollywood's premiere talent. There... , N/A , Talk-Show , 4.9 , 30 Sep 2005 , N/A , N/A , Kylie Erica Mar  Julie L. Harkness  Patrick Stinson , https://m.media-amazon.com/images/M/MV5BMTQ4NjE1MDU3Nl5BMl5BanBnXkFtZTcwODU5NzE5Ng@@._V1_SX300.jpg
77th Golden Globe Awards , movie , USA , Louis J. Horvitz , N/A , Comic Ricky Gervais hosts the 77th annual awards ceremony  where "Marriage Story (2019)" leads the field with six nominations  while Tom Hanks is presented with Cecil B. DeMille Award and ... , N/A , Comedy  News , 7.2 , 05 Jan 2020 , TV-14 , N/A , Ana de Armas  Adam Driver  Taika Waititi  Rachel Brosnahan , https://m.media-amazon.com/images/M/MV5BYmZiMWE1MjgtMDY0Mi00ZTc1LWIyMDAtMjA1NGU0OTQ5MjFkXkEyXkFqcGdeQXVyNzA2NjE1NjA@._V1_SX300.jpg
Hollywood Insider , series , USA , N/A , English , A show focused on substance and meaningful entertainment while staying away from gossip and scandal. , N/A , Talk-Show , 8.4 , 17 May 2018 , N/A , N/A , Pritan Ambroase , https://m.media-amazon.com/images/M/MV5BZmMyNThjYmItNTFhNi00ZWNiLTgzNTctOGQ0M2FiMmJjNjMzXkEyXkFqcGdeQXVyNjk3ODkyODQ@._V1_SX300.jpg
CTV News at 11:30 Toronto , series , Canada , N/A , English , N/A , N/A , News , N/A , N/A , N/A , 1 nomination. , Justin Trudeau  Kathleen Wynne , N/A
D�as de cine , series , Spain , N/A , Spanish , Antonio Gasset hosts this show in which recently released movies and DVDs are thoughtfully discussed  in a documentary-like way. , N/A , News , 6.7 , N/A , N/A , 6 wins & 1 nomination. , Antonio Gasset  Elena S. S�nchez  Gerardo S�nchez , https://m.media-amazon.com/images/M/MV5BMTEzNjZmZDQtZDI4OS00YTczLWFkMGUtMzUyODJiMWU1ZWRkXkEyXkFqcGdeQXVyMTY2MzYyNzA@._V1_SX300.jpg
Entertainers with Byron Allen , series , USA , N/A , English , N/A , N/A , Documentary , 2.8 , N/A , N/A , N/A , Byron Allen , https://m.media-amazon.com/images/M/MV5BMWFlM2IwNmItZjRhMS00NDk2LTlhNzgtZjczNDFlN2MzYzEzXkEyXkFqcGdeQXVyMzk3NDAxMzk@._V1_SX300.jpg
Good Morning Britain , series , UK , N/A , English , The weekday news on ITV that the whole nation wakes up to. , N/A , News  Talk-Show , 4.3 , 28 Apr 2014 , N/A , N/A , Andi Peters  Susanna Reid  Laura Tobin  Natasha Carter , https://m.media-amazon.com/images/M/MV5BYzc3NGRlYzQtMDQzZS00NmIwLWIxNDYtZDQ0NTk4MGNiZDgxXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_SX300.jpg
Extra , series , USA , N/A , English , Extra  a television news updates show on current events in the mass-entertainment business such as movies  TV  music  etc. , N/A , News , 3.5 , 05 Sep 1994 , N/A , 2 wins & 1 nomination. , Mario Lopez  Renee Bargh  Charissa Thompson  A.J. Calloway , https://m.media-amazon.com/images/M/MV5BMmQzODIxNDUtNGJhYi00NjcyLTg4YTctMThlMmZhMGRjYzkzXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg
Jimmy Kimmel Live! , series , USA , N/A , English , Jimmy Kimmel interviews celebrities. , N/A , Comedy  Music  Talk-Show , 6.7 , 26 Jan 2003 , TV-14 , Won 3 Primetime Emmys. Another 2 wins & 52 nominations. , Jimmy Kimmel , https://m.media-amazon.com/images/M/MV5BMTFhOWQwMTktYTJlOS00ZGExLWIzMDYtNGU2NTFiOTZjNDZjXkEyXkFqcGdeQXVyNjg3MDM4Mzc@._V1_SX300.jpg
WGN Morning News , series , USA , N/A , English , N/A , N/A , News , 5.0 , 06 Sep 1994 , N/A , N/A , Lou Manfredini  Terry Savage  Lauren Streicher , N/A
Today , series , USA , N/A , English , A daily live broadcast provides current domestic and international news  weather reports and interviews with news-makers from the worlds of politics  business  media  entertainment and sports. , N/A , News  Talk-Show , 5.1 , 14 Jan 1952 , TV-G , Won 3 Primetime Emmys. Another 12 wins & 37 nominations. , Al Roker  Natalie Morales  Matt Lauer  Savannah Guthrie , https://ia.media-imdb.com/images/M/MV5BMTQ4MjkxNDQ1NF5BMl5BanBnXkFtZTcwOTg3NjcwNQ@@._V1_SX300.jpg
Entertainment Tonight Canada , series , Canada , N/A , English , A Canadian version of the long-running original American show  produced by Global Television. , N/A , News , 4.1 , 12 Sep 2005 , N/A , 3 nominations. , Erin Cebula , N/A
And We Go Green , movie , USA , Fisher Stevens  Malcolm Venville , English , Professional drivers on the international Formula E circuit - like Formula One  but with eco-friendly electric cars - race for victory across 10 cities in this white-knuckle documentary. , N/A , Documentary  Sport , 7.3 , 23 May 2019 , N/A , N/A , Sam Bird  Leonardo DiCaprio  Nelson Piquet Jr.  Jean-�ric Vergne , https://m.media-amazon.com/images/M/MV5BNmRhNGViZDktNWIyNy00YTRlLTg1MmYtYWRkYjczNjhmZmUxXkEyXkFqcGdeQXVyNjgzMjQ0MTA@._V1_SX300.jpg
Ice on Fire , movie , USA  Costa Rica  Croatia  France  Germany  Iceland  Norway  Switzerland  UK , Leila Conners , English , Can we reverse climate change? Ice on Fire explores the many ways we reduce carbon inputs to the atmosphere and  more important  how to "draw" carbon down  bringing CO2 out of the ... , N/A , Documentary , 7.4 , 23 Jun 2019 , TV-PG , 1 nomination. , Raymond Baltar  Leonardo DiCaprio  Ottmar Edenhofer  Linwood Gill , https://m.media-amazon.com/images/M/MV5BMWIwYzQ0NjMtMjA2Ni00MDNkLWFkYWMtNDQ3OTg1ZDg5ZDE0XkEyXkFqcGdeQXVyMTQ5ODIxNTc@._V1_SX300.jpg
Spielberg , movie , USA , Susan Lacy , English , A documentary on the life and career of one of the most influential film directors of all time  Steven Spielberg. , N/A , Documentary  Biography , 7.7 , 07 Oct 2017 , TV-MA , Nominated for 1 Primetime Emmy. Another 2 nominations. , Steven Spielberg  Martin Scorsese  Richard Dreyfuss  Bill Butler , https://m.media-amazon.com/images/M/MV5BNjU3MTNjZGEtYWQ4Ny00ZTMxLThkOWItNjE1YzcyNGUwN2YzXkEyXkFqcGdeQXVyNzkwNDA1Nw@@._V1_SX300.jpg
Louder Together , movie , USA , Ryan Gall  James Marcus Haney(co-director) , English , Louder Together is a feature documentary chronicling the journey fans and activist on two continents took to be part of the iconic 2016 Global Citizen Festivals in New York's Central Park ... , N/A , Documentary , N/A , 13 Sep 2017 , N/A , N/A , Amitabh Bachchan  Coldplay  Leonardo DiCaprio  Ellie Goulding , N/A
Hand in Hand: A Benefit for Hurricane Relief , movie , USA , Paul Dugdale  Hamish Hamilton  Louis J. Horvitz  Don Mischer , English , N/A , N/A , Music , N/A , 12 Sep 2017 , N/A , N/A , Uzo Aduba  Malin Akerman  Lily Aldridge  Jason Alexander , https://m.media-amazon.com/images/M/MV5BMmU1Y2QyNDctODQ5OS00OTMzLWE1YjItMDUxMGQwYTRlNmI2XkEyXkFqcGdeQXVyODY2NTEzNTI@._V1_SX300.jpg
The Oscars , movie , USA , Glenn Weiss , English , The 89th Annual Academy Awards ceremony celebrates the film industry's best and biggest in cinema for the year 2016 with host Jimmy Kimmel  including awards for best actors  directors  songs  original screenplays and motion picture. , N/A , Comedy  Music , 6.8 , 26 Feb 2017 , TV-14 , Won 1 Primetime Emmy. Another 1 win & 9 nominations. , Jimmy Kimmel  Justin Timberlake  Alicia Vikander  Mahershala Ali , https://m.media-amazon.com/images/M/MV5BMjMwODkwMDEyMF5BMl5BanBnXkFtZTgwNzE2MDMyMTI@._V1_SX300.jpg
74th Golden Globe Awards , movie , USA , Louis J. Horvitz , English , Comic Jimmy Fallon hosts a celebration of achievements in television and film  with actors Steve Carell  Anna Kendrick  Sof�a Vergara and Brie Larson presenting awards and Golden Globe ... , N/A , Documentary , 5.6 , 08 Jan 2017 , TV-14 , N/A , Rami Malek  Mahershala Ali  Brie Larson  Viggo Mortensen , https://m.media-amazon.com/images/M/MV5BMzg5NTQ0ODM5NF5BMl5BanBnXkFtZTgwMzM0Mjk3MDI@._V1_SX300.jpg
Time Presents: Milestones 2016 - A Tribute to the Stars We've Lost , movie , USA , N/A , English , N/A , N/A , Documentary , N/A , 21 Dec 2016 , N/A , N/A , Muhammad Ali  David Bowie  Kelly Conniff  Daniel D'Addario , https://m.media-amazon.com/images/M/MV5BMWI1NjAzNjctNjdiNy00NWRlLTlkMzAtZWRhZjA2Y2ZjNTgzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNDI4ODE@._V1_SX300.jpg
Hollywood Film Awards , movie , USA , Jim Tanker , English , N/A , N/A , N/A , N/A , 06 Nov 2016 , N/A , N/A , Casey Affleck  Mahershala Ali  Warren Beatty  Lily Collins , https://m.media-amazon.com/images/M/MV5BMjY1MzcwNTQtNmY4OC00ZTNlLWIzYjQtYTg3YWJlNDlkNjczL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjM0ODkxMjM@._V1_SX300.jpg
The Ellen DeGeneres Show , series , USA , N/A , English , A mix of celebrity interviews  musical performers  audience participation games  and segments spotlighting real people with extraordinary stories and talents. , N/A , Comedy  Talk-Show , 7.1 , 08 Sep 2003 , TV-G , 82 wins & 98 nominations. , Ellen DeGeneres , https://m.media-amazon.com/images/M/MV5BODA5ZDQyMzYtZWQwMy00MDQ1LWE2OGUtNGYyNTk0Y2NhZGM4XkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_SX300.jpg
Before the Flood , movie , USA , Fisher Stevens , English , A look at how climate change affects our environment and what society can do to prevent the demise of endangered species  ecosystems and native communities across the planet. , 63 , Documentary , 8.3 , 30 Oct 2016 , PG , 2 wins & 7 nominations. , Leonardo DiCaprio  Ki-moon Ban  Alejandro G. I��rritu  Mike Brune , https://m.media-amazon.com/images/M/MV5BNDE3ODQxMjY4NF5BMl5BanBnXkFtZTgwNzU1Mzk5OTE@._V1_SX300.jpg
Koko: The Gorilla Who Talks to People , movie , UK , Jonathan Taylor , English  American Sign Language , Documentary telling the extraordinary story of Koko  the only 'talking' gorilla in the world  and her lifelong relationship with Penny Patterson. Project Koko started as a PhD project to ... , N/A , Documentary , 7.6 , 15 Jun 2016 , Not Rated , N/A , Bertie Carvel  Leonardo DiCaprio  Peter Gabriel  Koko , https://m.media-amazon.com/images/M/MV5BYmE0ZWRjMzQtMjYwMi00YzM1LWFlZTUtNjlhNTdhNThlN2UwXkEyXkFqcGdeQXVyNDY0NDM0NzI@._V1_SX300.jpg
